"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"TTR",-0.89807047,-1.3217544,0.10578343,2.8053,3.575997
"RSU1",1.76174453,0.1214255,0.98020349,4.8441,4.786552
"ABCB7",0.62667042,1.0051179,0.78123473,8.1393,8.068477
"SMAP2",0.23441261,-0.3795885,-0.24156215,6.7321,6.553296
"TMEM222",-0.81826028,-0.5958354,-0.90249612,9.0385,8.999903
"PSG2",0.23644618,-0.2797472,-0.63286057,4.3242,4.374102
"CDKN1B",0.42687684,1.5660845,1.18721344,8.0643,7.826741
"NOXO1",-0.67652129,-1.0314622,-1.05636265,9.9501,10.146462
"WNT9B",-0.12448523,-0.5451264,-0.83939227,3.9799,3.858474
"SLC4A3",-0.63785106,-0.0238017,-0.52343089,7.1189,7.233067
"MYLIP",0.09053717,0.2570698,0.3393734,5.1534,5.206363
"STON2",-0.13355714,0.5220057,0.35056278,4.6594,4.450052
"FCN1",-0.32609362,-0.2971017,-0.57280372,3.9241,4.245898
"AASDH",-0.14655511,0.9955122,0.70067938,8.8188,8.933748
"DECR2",-0.29758758,-0.4459987,-0.60038439,10.5347,10.45495
"PLCG1",-0.53818084,-0.6504521,-0.48207524,6.6179,6.62114
"KRAS",1.40036731,1.2584623,1.59769693,5.8466,5.766384
"P11",-0.24595554,-0.7047133,0.52074661,3.1484,3.400504
"KPNA6",0.36699663,0.1806347,0.18497437,8.3697,8.502208
"LARP7",0.42444399,1.0381301,1.0601669,9.6441,9.748741
"TUBB2A",-0.47310814,0.8010421,0.60793745,11.0005,11.020005
"KCTD6",0.32332819,-0.3768151,-0.58572738,7.6619,7.730966
"FANK1",0.66643579,0.4296953,0.28016317,5.5752,5.752312
"HOXA10",-0.16817366,0.5608001,0.39324626,7.4525,7.437365
"CAMK4",-1.03497417,-0.3997733,-1.06192225,3.9241,3.945592
"SHH",-0.55183383,-0.5036465,0.25551565,4.8063,4.856294
"POU6F2",-0.49379807,-1.0436111,-0.12702895,3.9799,4.100013
"KRT79",0.02158283,-0.1824435,0.1458006,4.676,4.659897
"SLC23A3",0.79150983,-0.4495502,-0.41211715,2.9373,2.669062
"GNGT1",-0.8814868,-2.2388622,-1.18045277,3.2249,2.746771
"STX8",-0.20735076,-1.0208561,-1.14106258,9.2416,9.460696
"CAB39L",0.28225339,-0.5451264,-0.55139384,6.0372,5.898026
"TSPAN9",-0.05475699,-0.002048,-0.01139361,4.4843,4.450052
"DNAJB14",0.32977843,1.4449179,1.18170953,8.8587,8.81241
"CRISPLD1",0.23644618,-1.6786773,0.20219602,4.8063,4.339804
"KIAA0430",0.82799835,1.0167939,0.91267797,9.5817,10.21928
"JPH3",1.04341769,-0.3915841,-0.54337985,3.8998,4.048525
"ATP5J2",0.34603251,0.4449932,0.76174,12.6781,12.572387
"RIOK2",0.26079154,0.2792122,0.20002908,9.0046,8.785129
"SRRM2",0.60518945,0.3881701,0.49685817,12.8074,12.65342
"KRT24",-0.02053949,-0.2850933,0.10578343,3.3128,3.211379
"SF3A1",-0.46980622,-0.6792639,-0.8100228,8.8427,9.001968
"ZNF331",-0.29956873,-0.2457016,0.0577413,7.1421,7.401239
"GLCCI1",0.5095885,0.9988819,0.79994463,8.6917,7.94814
"TNKS1BP1",0.25873906,-0.3985186,0.17060576,7.8815,7.794088
"BET1",0.14854218,0.9569278,1.04161742,7.0815,7.560811
"GPSN2",0.28649427,-0.2464622,-0.21317116,11.8092,11.823947
"CDC25A",-0.30125144,-0.5936238,-0.53459154,9.0376,9.090933
"SUV420H1",-0.05160139,1.2077759,0.63703625,6.4856,5.78651
"CENPE",0.36075636,0.6568929,0.5374776,10.1232,9.456405
"TNFRSF11B",-0.04889161,2.6734126,2.63897397,8.2917,7.165422
"ETV3L",-0.68881548,0.2703587,0.36784483,2.1035,3.211379
"GABRQ",-0.49379807,-1.0868027,0.63023272,3.587,3.575997
"GPR158",-0.92100378,-0.0637448,-0.71099532,2.9373,3.211379
"SCN3B",-0.17245535,-0.1758604,0.25336188,2.9891,3.858474
"LOC440350",-0.42451009,-0.4226524,-0.49047806,8.6171,9.114381
"REST",0.21088504,0.4084097,1.5028964,6.8882,6.967439
"GRB2",-0.0032895,-0.337021,-0.09524054,8.7892,8.723127
"JAKMIP2",-0.35256357,-0.6780413,-0.11197263,3.0299,3.211379
"COMMD4",-0.247693,-0.3266113,-0.3157586,9.6193,9.695193
"THBS2",-0.19557626,1.9340944,1.41633946,3.2657,3.102988
"ARV1",0.15540236,0.0488292,0.50922111,6.5707,6.872136
"TNRC18",-0.90268822,-0.8969121,-0.72375797,13.6042,13.650853
"CD80",-0.61839049,-0.3394304,-0.32081567,3.6971,3.490365
"DTL",0.81340205,0.7909399,0.59796833,9.3658,9.90491
"PPP1R15A",-1.22893758,-0.9359802,-0.9778709,8.0077,9.162643
"ZNRF1",-0.35614055,0.8288524,0.80739465,6.3903,5.860217
"RARRES1",1.2464649,0.6847561,0.90375629,9.6271,8.351172
"GPR174",-0.95693558,0.2120621,-0.4039179,2.6756,2.669062
"PQLC3",1.17539088,0.9904448,0.59051751,6.306,6.709513
"PAQR3",0.39238172,0.3891817,0.19450623,9.0556,8.961934
"OSBPL2",0.00756904,0.2307274,0.28891495,9.1915,9.197294
"CASQ1",-0.94195988,-0.3503443,-1.17143773,3.5271,3.769096
"IL18",0.94767755,1.093931,1.43639277,7.5715,7.169263
"TBC1D1",0.33295041,-0.7393752,0.20048135,8.3991,8.137096
"MN1",-1.34450179,-0.2539246,0.11267268,3.3886,3.679091
"ARL6IP1",0.47856511,2.0270302,1.88740411,12.3189,11.693027
"BCL11A",0.14519952,0.0269257,0.05721876,2.1035,3.026482
"ITGAM",-0.18899931,-1.0220521,-1.27141968,4.2161,4.466905
"TTC7B",0.11995363,-0.0312572,0.03183376,9.2816,9.374816
"CH25H",-0.8967611,-1.1655986,-1.95386353,6.2316,6.658378
"SAP30BP",-0.39935908,-0.4543507,-0.43505729,7.0544,7.317275
"SLC43A2",-0.39351666,-0.955679,-0.91720656,4.7111,4.708013
"ZNF785",-0.144461,-1.2163699,-1.19298992,5.0107,5.218473
"GEFT",0.05615749,-0.6645142,0.15873459,3.3886,3.534091
"FOXK2",-0.9138511,-1.5545207,-1.56562095,8.7046,8.910896
"PPIG",-0.50886953,0.6821805,0.70767877,9.7586,9.931719
"EHMT2",-0.43299639,-0.381346,-0.20085476,7.8543,7.551741
"RGS3",-0.88299194,-1.4137374,-1.72573938,3.6411,3.534091
"FBXL10",0.20384036,-0.3039459,-0.1546683,6.1943,6.448992
"GPX4",-0.00892492,-0.0796159,-0.42584116,11.7432,12.371116
"CLN5",1.04579047,0.2044066,0.12580738,9.3918,9.492598
"CMTM2",0.88621102,-0.251061,0.10578343,2.8733,2.975039
"CHTF18",-0.2100189,-0.0645617,-0.36079066,11.8053,11.899567
"KIF12",0.49221949,0.5764521,-0.55139384,3.3886,3.61357
"TXNDC14",-0.67903609,-0.3314492,-0.22631628,10.5486,10.615041
"MAMDC4",-0.28182488,-1.2186251,-1.2433934,6.6468,6.814722
"CRCT1",-0.66472245,-0.5836117,-0.51562618,6.2193,6.958497
"ELF3",0.8133891,1.0091615,1.18583721,9.6409,8.470673
"TRIM42",-0.43822867,-1.2502914,0.85414263,3.587,3.641099
"ABHD13",-0.04543649,-0.1829969,-0.4175387,8.1292,7.922613
"ZNF766",0.08357733,0.730309,0.60070347,5.5597,6.074552
"PIK3R4",0.95733753,0.0492283,-0.04570084,8.1602,8.202174
"DDX6",0.05408382,1.2365884,1.78670039,7.5271,7.282573
"XPC",0.10015735,-0.8084788,0.5461584,6.8302,6.942804
"SDPR",0.16441037,0.7720916,-0.11197263,3.6411,3.400504
"CYP2J2",0.15799808,0.1790395,-0.17917473,5.5677,5.16924
"MBOAT2",1.09073706,1.2294402,0.78726502,7.0674,7.607733
"C19orf28",-0.5102032,-0.5516481,-0.75368373,12.8083,12.756474
"LRPAP1",-0.45774789,-0.2749457,-0.16320598,8.7636,8.635634
"PDCD6IP",1.3697383,0.6721594,1.43761348,6.5758,6.500589
"SOCS7",-0.32824293,-0.0727176,-0.84380788,5.1416,5.252485
"COL9A1",-0.71915604,-1.0098812,-0.48529696,4.6331,4.689818
"PKD1L2",0.99451333,-0.3394304,0.22552266,5.9819,5.994443
"MOSPD2",-0.01942427,0.0551533,-0.32023788,3.6971,4.676909
"ITGAV",0.48364529,0.3780262,0.24826127,10.0294,9.974845
"SNRK",-0.95165092,0.5902026,1.28164915,4.3944,4.738671
"SFRS3",0.34954487,1.6404126,1.78143414,12.8441,12.243971
"STXBP3",0.25569364,0.1846707,0.03449266,9.9674,9.910925
"RPL35A",0.02915289,-0.4686906,-0.66241744,16.5884,16.50829
"SYNJ2",0.24574221,-0.4398648,0.81188402,3.7327,3.83126
"PTPRG",1.23242612,-0.1844787,-0.2786303,6.5794,6.371158
"RUFY2",0.59864832,0.2691403,1.65877527,5.7368,5.860217
"KLB",-0.57240688,0.1751343,-0.40907548,2.8053,2.821748
"TLR9",-0.27437425,-0.0434787,-0.068296,3.757,3.83126
"PCDH11Y",0.06912765,0.8400568,-0.53687486,2.5009,2.821748
"UBC",0.29266185,0.7801144,0.9414501,14.7853,15.134648
"FRMD4B",0.03946802,-0.7890717,-0.08151199,4.676,4.411479
"TNF",-1.12796532,-0.7368243,-0.25938521,3.6411,4.022212
"CDK9",-0.48875368,-1.1792261,-1.38611511,9.659,9.605605
"TALDO1",-0.00335514,0.1739723,0.219526,12.686,12.778207
"NKG7",-1.93554606,-1.6721448,-0.9791014,4.2161,4.100013
"NBEA",0.05040052,2.0069077,1.78042543,4.1633,3.945592
"MFN2",-0.05044966,0.0241206,0.01171869,12.8559,12.720529
"TM9SF4",-0.43513859,-0.3505703,-0.48594767,8.324,8.373346
"KIAA1432",1.02012895,0.8035099,0.7094033,8.0832,7.917007
"SNCA",0.09756782,-1.0846911,-0.72011757,8.4199,7.946109
"ALG1",-1.2038075,-0.8555371,-0.84637154,10.0141,9.837071
"LRP6",-0.14019525,0.7126361,0.6397145,5.9351,5.669014
"ADC",-0.72855948,-1.3172708,-1.57832064,6.8853,6.988364
"STYX",0.43389974,1.0575659,1.23546501,8.3563,8.233785
"TRIM14",0.0164553,-0.9316624,-1.03775659,6.0552,5.7579
"GLO1",0.38012665,0.1219266,0.32546194,9.1673,9.023644
"SLC9A5",-0.83764909,-0.4350116,-0.59318812,8.4427,7.94814
"NUAK1",-0.01061627,1.7325242,1.65261968,11.4537,11.56455
"DSP",0.45090726,0.8944165,1.188335,11.6154,11.647794
"LRRC2",0.28948662,-0.5959111,0.83005587,3.1484,3.313889
"LYN",0.00958841,0.6292567,0.20064004,9.5998,9.320315
"UPK1B",-0.14235254,-0.9383745,-0.82020658,7.5676,7.196232
"RHOC",0.11861212,-0.4712511,-0.66868075,14.2624,14.399854
"PDCD5",-0.02048967,-0.0757123,0.05298537,12.6534,12.91509
"TAF1D",0.01278598,0.7300911,0.79812411,9.9708,10.4366
"RAD23B",-0.33732616,-0.9758837,-0.22983387,7.2276,7.585212
"PPIA",0.54163634,0.1568045,0.17710207,15.0512,15.173431
"NARG1L",-0.94379416,0.1679483,0.24449247,7.2276,7.202155
"TMC1",-0.56456935,-0.0637448,0.20219602,3.0299,3.261144
"CLDN7",-0.16032374,-0.7137824,-0.85261545,11.7597,11.996941
"RAB4B",-0.11891846,-1.189084,-0.00628215,5.0313,5.650185
"TMEM125",-0.77308446,-0.5410981,-0.73701967,11.5448,11.899567
"DYNC1H1",-0.17949483,0.4799558,0.55736326,11.9584,12.352547
"GALNT7",1.03329715,1.4138836,1.13908217,11.0123,10.24115
"ZNF626",0.2527815,0.2781676,0.03312221,8.1149,8.434318
"TBX1",-0.1664439,-0.7861779,-0.13900614,4.048,4.100013
"APOLD1",1.10162099,1.3664705,1.34995764,7.1443,6.709513
"SNAI1",0.05166372,-1.5415633,-1.6335399,8.1452,8.063646
"C12orf68",0.52256157,-0.08409,-0.08717411,3.0299,2.482512
"PIGH",-0.30375408,-0.5400282,-0.62244309,6.6669,6.872136
"RHOA",0.52311081,0.2079835,0.15189048,12.2682,12.27754
"SULT1C4",-0.98425491,-0.8754274,1.37377129,2.8733,2.289684
"FAM109B",-0.98429068,-0.5237829,-0.4343499,5.4161,5.206363
"MTERF",1.13530493,1.7142097,2.030243,6.9334,6.426367
"ZRANB2",0.36073649,0.7017387,0.53764837,11.6726,11.721496
"PRKCA",-0.58255741,-0.6420369,0.25408378,4.2898,4.450052
"FMR1NB",-0.34239267,-0.0186219,-0.79826601,3.3128,3.313889
"NRIP1",0.9996255,2.4341942,1.97795938,8.184,7.253319
"VPS26B",-0.78561287,-0.6210091,-0.81587149,5.4514,5.342776
"CPOX",1.12867639,0.156025,0.8939082,7.5587,7.111402
"CCDC55",0.08115385,-0.1166743,-0.06723907,8.3688,8.112342
"ZFPM2",-0.24574757,-1.1319856,-0.31314216,2.9373,2.593155
"NOXA1",-0.04860607,-1.3068435,-1.60727837,6.2713,6.892906
"SLC6A4",-0.82259442,-0.5796114,-0.4039179,3.3128,3.452668
"SLCO5A1",-0.70579735,-1.2691061,2.44870049,2.6756,3.102988
"LASS6",1.01106532,0.3083086,1.09439979,5.9691,5.935539
"CPM",1.60280385,-0.0791496,0.11103349,3.8075,3.61357
"KLHL23",0.44073504,0.1931123,0.21832092,8.3526,8.284178
"ARPP-19",1.32253232,1.9358142,1.93579702,8.8212,8.54069
"DVL3",-0.38350638,-1.2856261,-0.77716436,7.2156,7.144044
"LIPI",0.05769237,-0.4398648,-0.068296,3.6971,3.945592
"CYP26B1",0.24972805,1.2778941,1.17671722,3.9799,3.575997
"SLC38A5",-0.85055854,-0.8711519,-0.9273204,4.1454,4.427947
"ATP6V1F",-0.12914366,0.2183227,0.20541118,12.8387,13.372861
"OR4N4",-0.97360346,-1.1706439,-0.87388629,3.8075,3.641099
"PLAU",-0.88616898,-0.792916,-0.78524398,13.5202,13.930535
"CCNG2",2.19642197,0.7390823,2.79113652,5.3521,5.892745
"ZNF454",-0.76776038,-0.4540845,0.43510874,2.9373,2.821748
"HOOK3",0.0613751,1.4845449,0.40657574,7.7862,7.777095
"AGPAT3",-0.11987458,-0.3750686,-0.12399401,9.0601,9.255644
"CDKN2B",-0.44461594,0.5520277,0.11896784,4.5882,4.921954
"YIPF5",0.52841672,1.0689622,1.15389258,8.2568,8.54665
"NVL",0.39685327,1.173978,1.12287568,11.3066,11.236521
"LMTK2",-0.21318492,-0.0789289,0.1124418,4.571,4.516667
"CECR1",-0.23124272,-0.6160772,-0.51060501,3.1484,3.261144
"S1PR5",-0.17650821,-0.6781338,-0.14497825,3.8075,3.741941
"CD8A",0.01999062,0.3136753,-1.11643916,4.1028,4.450052
"MLL3",-0.58042446,-0.2723286,1.023761,4.5165,4.837994
"C6orf10",-0.34239267,-1.0710954,0.18175209,3.3886,3.641099
"RIMS2",1.15840854,1.3280145,0.3763327,2.7479,2.821748
"TNNI2",0.19800056,-0.2596888,-0.23951806,4.6331,4.181627
"LOXL2",-0.30380331,0.5637636,0.61786304,11.8771,12.031422
"MYO1F",-0.12903485,-1.0623098,-1.36284229,4.9249,4.708013
"NFX1",0.33543635,0.189526,0.18929818,8.0245,8.092692
"F13B",0.35648561,1.0972198,-0.57830712,2.8053,2.975039
"MUC5AC",-0.55064335,-0.8289728,-0.46371877,6.4419,6.091416
"RRP1B",-0.38983848,-1.1995449,-1.59483037,8.5839,8.809655
"MED6",-0.07654397,0.2745351,0.51435017,7.544,7.282573
"UBE2H",-0.03985995,0.149003,0.1788586,9.6002,9.812517
"TRPV3",0.24878655,-0.3474803,0.24517781,3.1907,3.313889
"PGC",-0.76129286,-1.7835584,-2.01329865,4.8441,5.324043
"C5orf41",-0.28196255,-0.3626036,-0.78571325,6.8826,7.964855
"GPR45",-0.60349288,-0.4337275,0.31826122,4.4696,4.797867
"TMEM98",-0.83098815,1.1723305,0.96103961,8.1683,8.290185
"PRIM1",0.28915665,0.545472,0.63080996,9.8866,10.010275
"PPP2R5D",0.11598975,-0.1959575,-0.46041058,10.097,9.780823
"DPY19L2",-0.19557626,0.1251839,0.82333631,2.5009,2.289684
"TSNARE1",-0.09059541,-0.4775207,-0.87691685,5.1534,5.874528
"FTO",0.96199749,0.1118246,0.10851136,9.8497,9.718346
"GGN",0.1200621,-0.3353246,-0.32305052,6.28,5.867895
"ZNRF3",0.95609109,1.5802838,0.95960806,6.6535,5.752312
"MAK10",-0.20275304,0.5179549,0.29688927,9.73,9.695193
"HS2ST1",-0.81882026,-0.6741926,-0.3057961,15.5116,15.491405
"TIGD2",0.36222818,1.0484239,0.73287051,9.1263,9.107634
"BOLA3",-0.15881045,0.4944023,0.55208067,12.9332,12.668426
"C1orf57",-0.18741144,-0.7983836,-0.8168508,8.696,9.219881
"FTSJ1",-0.77244054,-0.6838411,-0.36018192,8.5266,8.684869
"KRT18",0.17318312,0.0827106,0.02568802,15.2742,15.176376
"SNRPC",-0.57344559,-0.2957747,0.76683126,4.3616,6.207
"EPX",-0.39331542,-0.08409,-0.52778534,3.1484,3.490365
"FKBP14",0.83666582,1.1368009,1.22180286,7.9858,8.282209
"MTCP1",0.38754863,-0.2971017,-0.06867351,4.6331,4.786552
"MS4A12",-0.80319307,-0.7516201,-0.28833477,1.3803,2.669062
"PLEK2",-0.74515538,-0.7822555,-0.73168796,10.802,11.165236
"FHOD1",-0.5444661,-0.0790725,-0.10796081,9.3068,9.08758
"FKBP1A",0.36932584,0.3501135,0.15308406,10.1466,10.402976
"ATP6V1H",0.07182511,-0.2706227,0.29296756,7.3106,7.453991
"ZFAT",-0.33714972,-0.1420163,-0.22733964,9.0203,8.978167
"ZFYVE26",0.58010611,0.0060522,-0.23924189,7.459,7.661624
"ITGA3",-0.14297306,-0.2690577,-0.37123448,10.0219,10.51155
"MMP9",-0.77666058,-0.2737403,-0.29775933,11.2093,11.656017
"HRSP12",0.5072225,0.5578649,0.58489785,9.6061,9.066956
"TMEM165",0.90878769,0.4907243,0.5621121,9.9579,10.037827
"KMO",-0.95625138,-0.1224883,-0.4236836,6.3298,6.036367
"THBS3",-0.3394561,-0.4823309,-0.46622594,6.4274,6.762633
"IGFBP3",1.32161744,1.9485186,2.49714528,11.4489,11.503051
"POU3F2",0.40666322,0.8400568,0.72862462,3.2657,3.641099
"RUSC2",-0.48423399,-0.6901783,-0.97864603,8.7452,9.310511
"EDEM3",0.76378137,0.8586,0.75672728,9.5469,9.267743
"MTM1",1.06288468,0.3753824,0.8762964,6.7891,6.688679
"FER",0.77431216,-0.12781,0.21209592,6.5358,6.770376
"TSR1",-0.3412693,-0.5700735,-0.23059885,10.0042,9.951089
"SAAL1",0.27154968,0.2476984,0.55576587,9.2597,9.33742
"FABP1",0.09775598,0.4655525,0.66192831,3.2249,3.261144
"SELL",1.67501686,1.7186788,0.24517781,3.366,3.026482
"SERPINE1",0.82562597,1.094643,0.61434809,3.6971,4.048525
"RPL10",-0.35866651,0.4899115,0.53304192,15.5189,15.472675
"SCG3",-0.53908456,-0.7179348,-1.58250954,3.8998,3.972485
"DGAT1",-0.59942331,-0.5148588,-0.67854631,10.0219,10.24349
"WNT2",-0.56022978,-0.0682856,0.43828693,2.8733,2.821748
"ATG4D",-0.57387207,-0.7645387,-1.19784233,6.4451,6.430236
"F8",0.65872832,-0.1466467,0.85855934,4.5426,5.11142
"RAPGEF5",0.16441037,-1.1319856,-1.33794654,4.6331,4.856294
"PSTPIP2",1.5104146,0.4108482,0.72320822,4.937,4.837994
"NAT2",-0.19809354,1.4478769,1.95768088,5.634,5.16924
"PRSS35",0.24574221,0.4006273,-0.93467319,3.6411,3.313889
"LRP2BP",0.11711017,-0.2524908,0.57863458,1.86,1.780831
"KCNK6",-0.41167002,0.0218108,-0.3029739,8.9671,8.90173
"SNAPC4",-0.47681307,-0.1367557,-0.22867074,11.4495,11.264873
"MAN1C1",-0.62141923,-1.10956,1.04604766,3.4231,3.400504
"LOC100130958",-0.90031576,-0.8986809,-0.77208264,13.8,13.656499
"HLA-DOA",-0.63892506,0.6549592,0.49531533,2.8053,3.211379
"TECTB",0.63702945,0.3300423,-0.02729685,3.3128,3.641099
"FOXR1",1.05886102,0.024603,0.18989941,3.4544,3.313889
"RPS25",0.29323606,0.5623574,0.48931219,14.989,15.051166
"C10orf46",0.97352239,0.6797293,1.10168516,6.8107,6.770376
"GLTPD1",-0.14937387,-0.5579573,-0.16555253,5.8118,5.994443
"ARHGEF17",0.24813028,0.4667864,0.38691866,10.1817,10.174463
"VPS13C",0.49457825,0.3747095,1.02296693,8.1323,7.809663
"CHD6",0.70074598,-0.5697071,1.90276782,4.9487,4.752949
"FCF1",0.31277227,0.9459356,0.54224657,7.4182,7.156706
"RNF145",1.20967737,-0.7047133,1.66460605,4.9601,4.96964
"ASH1L",0.24124034,0.1064326,0.03676719,4.4843,4.181627
"C9orf79",-0.21940393,0.3367895,-0.53140291,3.6411,3.575997
"DKC1",-0.37450137,-0.0893648,-0.15860771,12.2167,12.20786
"ETV6",-0.07556893,-0.990691,-1.2249537,7.5611,7.722565
"UGT2A3",0.00032331,-1.115976,0.98343088,1.86,2.382856
"STOM",1.08665175,-0.8814484,-0.70840554,8.0436,8.03784
"ERAF",0.58687039,-0.3997733,0.11267268,3.9799,3.890546
"DCBLD1",-0.04121304,1.219232,0.06222379,4.2898,4.689818
"LIN7C",0.44635362,2.1033675,1.44542526,7.7839,7.750072
"C4orf27",0.26480714,0.8847396,0.62552774,10.6191,10.912468
"APOA1",-1.10350175,-0.5170016,0.56550785,3.6971,3.61357
"ARL13B",-0.83221709,0.4707979,0.14506916,9.4909,9.450377
"GBP7",-2.15686829,-0.1231823,0.48322852,2.3199,2.821748
"PELO",-0.16717273,-1.045576,-1.09972602,11.5539,11.919927
"N4BP1",1.06439465,0.8197496,1.57777979,6.8368,7.169263
"SMYD3",-0.32432862,-0.7161763,-0.39010031,6.6987,6.973861
"IL10",-0.43822867,0.062073,0.07406847,3.4231,3.679091
"DYRK2",0.05158256,-0.876584,-0.95791785,8.6358,8.625247
"GRHPR",-1.03314243,-0.430242,-0.63805735,10.6798,10.713312
"MIA3",0.8056462,0.7490785,-0.48206132,5.0107,4.856294
"ZNF718",-0.14851876,0.1419991,0.45147776,5.9082,5.465234
"LOC554235",-0.73481717,-0.021046,-0.06471139,3.8493,3.945592
"PLA1A",-0.8481421,0.4955072,-0.0123938,3.2249,3.026482
"ANGPTL2",-0.04979705,-0.3338685,-0.69955684,5.401,5.11142
"WNT3A",0.17797552,-1.1418093,-1.33556078,3.7327,4.224208
"TP73",-1.00856438,-0.7965943,-0.22359132,4.0222,4.048525
"GLB1L3",1.18506064,-0.0682856,-0.16996762,3.5271,3.368842
"ZNF267",1.42678444,0.5609642,0.53400137,7.1599,7.119001
"ZNF473",-1.04169753,0.1579704,-0.42775565,7.8855,8.066599
"FNBP1",-0.14127139,0.1930841,0.00601884,8.5416,8.885067
"TRAM1L1",-0.08291943,0.5220057,0.4106614,4.0863,3.945592
"SIT1",-0.32454325,0.3561642,0.11424282,3.3886,3.641099
"GNA14",0.09775598,0.9414916,0.41097338,3.3886,3.368842
"KIF13B",0.25147871,-0.5995268,-0.14928852,8.1887,8.21753
"TMEM20",0.38754863,-1.0731967,0.21443071,4.6859,4.553233
"LRRN3",-0.8455725,-0.4540845,0.00966151,2.8733,3.490365
"MTDH",0.35350313,1.2672123,1.29819921,7.7503,7.689076
"C3orf58",0.40666322,-0.8702394,1.04674882,4.3049,4.00252
"TP53I3",-0.71121733,1.156604,1.03056159,10.7659,10.630575
"BHLHA15",-0.46614563,-0.6767555,-0.66855015,4.7562,5.16924
"TTC38",-0.70437934,-0.6624302,-0.53517118,6.0815,5.823246
"POLK",0.30766356,-0.4477447,-0.4971728,8.3563,8.159849
"PAK7",-1.48232003,-0.8413078,0.38492463,2.1035,2.821748
"CARD18",-0.09669827,-0.4495502,0.91663783,2.6756,2.746771
"FAM172A",0.05769237,0.5902026,0.40385558,4.0222,5.073681
"CCR5",-0.36225941,-0.2206925,-0.35587937,5.4514,4.981431
"LRRC47",-0.16817366,-1.264593,-0.45140486,6.1138,6.175588
"GIT2",1.11768722,-0.8879198,-0.49604886,5.8218,6.898976
"NAPB",-1.60635078,0.3561642,-0.05679487,3.6971,4.048525
"ZNF85",0.98843237,1.2077759,1.84019153,8.1174,8.365224
"TMEM61",-0.4974703,-1.4444764,-1.5085095,6.8607,8.081716
"TTC7A",-0.23228691,-0.27165,-0.44396134,9.5481,9.703608
"TCTN2",0.36441917,0.1430274,-0.17762308,4.9487,4.856294
"CFD",-0.18123836,-0.2323596,-0.41229701,8.4223,8.609045
"KLK2",-0.33780008,-0.6948433,-0.84433812,4.8676,4.659897
"BSPRY",-0.86374286,-1.4290151,-1.62352651,7.5646,7.812448
"ALKBH5",-0.19040939,-0.712795,-0.2522523,9.252,9.160744
"SBDS",0.23379439,1.0014835,1.00960608,9.5247,9.725315
"URM1",-0.26607069,-1.5387911,-1.30944048,7.1374,7.081556
"OR5L2",-0.22130685,-0.6357257,0.03464297,7.3969,7.140089
"RAG1",0.06912765,-0.3564647,0.81188402,3.1484,3.400504
"DFFA",-0.95085546,-0.7112612,-0.80109841,9.9992,10.055495
"SULT2B1",-0.39039295,-0.3185967,-0.36974944,8.3288,8.54069
"MYH11",0.55925603,-1.7862293,0.45000388,3.6411,3.534091
"LCK",-0.59509759,-0.691653,-1.08337009,6.2968,6.406123
"SLFN12",0.65682835,1.801933,1.62886559,5.8118,5.246469
"STMN3",-0.4169723,-2.0129792,-1.85645804,9.1479,9.139397
"SOAT1",0.40428005,0.4487937,0.41133264,7.6706,7.518062
"CROCC",-0.62429621,-0.1917462,-0.07414799,5.4839,5.313557
"C12orf5",0.04537967,1.1029512,1.43352295,5.5158,5.252485
"SETMAR",-0.44518644,0.7585644,0.41989807,6.7781,6.62114
"PFAS",-0.91363009,-1.0485388,-1.13425185,10.1046,9.838666
"SERF1B",-0.11193633,-0.1280112,-0.2528176,11.6686,11.652039
"GHR",0.36797477,0.0269257,-1.52108453,3.0299,3.211379
"TMEM178",0.1024933,0.5820547,-0.3374903,3.3128,3.575997
"HCK",-0.23124272,-0.9141289,0.67562962,3.8075,3.575997
"RGS7",-0.02053949,2.0013194,0.70477136,3.8075,4.143966
"CD52",0.60892426,-0.514767,-0.93475676,6.181,6.300566
"ARX",-0.41980692,-0.4208648,-0.03031149,4.2347,4.209102
"ALCAM",-0.50620051,0.648108,0.24433414,8.2699,8.403936
"NXF1",-0.82073143,-0.37901,-0.45873759,9.3433,9.029862
"FLJ20184",-0.87016071,-1.4704401,-0.39643388,3.6971,3.313889
"MYT1L",-0.09669827,-0.2524908,-1.16314161,3.2249,3.313889
"LYZL4",-0.63892506,-1.2169719,0.07934742,2.9373,3.490365
"APOB",-0.89807047,0.3483248,0.41097338,3.2657,3.313889
"TAS2R13",-0.51940468,-1.1127835,0.20219602,3.1907,3.154883
"NLRC5",-0.47081495,-0.799087,-0.29731063,4.9022,4.484352
"HSD17B10",-0.11304291,-0.3819274,-0.50125244,11.9062,11.766844
"GRID2",-0.67241968,-0.5933898,-0.53140291,3.757,3.706272
"KCTD21",-0.03743987,-0.5423047,0.10881479,4.4843,4.143966
"ADH1A",1.25835979,-0.8614073,0.82333631,3.3128,3.026482
"MAT2A",-0.5580133,1.0888297,0.95374365,10.5668,10.321052
