"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"CRYBB3",-0.46867909,-0.0202361,-0.39643388,3.5271,3.641099
"SCN7A",-0.08098935,-0.2524908,0.38492463,3.3886,2.912117
"NRXN2",0.16430264,0.2808433,-0.37507368,3.8998,4.00252
"RNF40",-0.36380261,-0.7483997,-0.5638669,8.4329,8.057072
"KRTCAP2",-0.33067651,-0.343343,-0.51082853,13.5316,13.51488
"SLC35F1",0.16421302,0.6230603,-0.39643388,3.6197,2.975039
"IFNA10",-0.48824475,-0.4705244,0.31286,3.2657,3.102988
"MGAM",0.17790717,0.0856189,-0.53140291,3.7327,3.641099
"LEPR",0.89877884,-0.6872702,-0.51060501,4.7355,4.374102
"ITIH3",1.11434511,-0.791528,-0.30010182,3.6197,3.706272
"B3GNT5",0.51632032,1.1036293,1.01942729,10.1015,9.267743
"LRP5L",-0.47293615,-1.5633105,-1.91845395,7.2583,7.342173
"RIPK1",0.23182814,0.9100095,0.78662021,7.1189,7.101278
"RIT1",-0.12075383,0.1665103,0.07470787,9.9312,9.874956
"SBF2",1.54676867,0.9183625,0.88369713,7.2583,7.067478
"APEH",-0.6730723,-0.5202669,-0.8420389,9.3372,9.021441
"PFDN5",-0.13942776,-0.04439,-0.08227332,11.037,10.981132
"PEX13",0.5643003,1.2469024,1.13343088,8.8534,8.588472
"TAS2R4",-0.98063138,-0.4749929,0.03676719,3.4544,3.641099
"MYO15B",0.75816752,-0.5130454,-0.57280372,4.1028,4.143966
"HIST1H3F",-0.92966434,-0.4879028,-0.34629102,10.6909,10.603277
"ENO1",-0.46169939,-0.3195476,-0.54688453,14.3708,14.343659
"TMPRSS11D",0.54131858,-0.455912,-0.19727433,3.6971,3.534091
"WISP3",0.35648561,2.080951,0.07725111,3.3886,3.102988
"ABCA3",-0.32334343,-1.1623135,-1.30810432,4.7562,5.097623
"BDH2",0.72589851,1.3788055,1.2792292,11.3323,11.217493
"RAD1",-0.42866134,0.041077,-0.14622494,8.5717,8.976078
"FAM26E",0.61668125,-0.2850933,-0.22810622,3.2249,3.261144
"LCE3C",-0.40289435,-0.3571022,-0.38746643,3.7842,3.945592
"CLDND2",-0.12062662,-0.4749929,-0.78686991,3.1907,3.61357
"ERMP1",1.3959112,0.5640754,0.48129099,7.7298,8.069813
"TSPAN16",-0.36546762,-0.3474803,1.37591319,3.5271,3.313889
"SLC15A2",-0.26838829,-0.8887893,0.54946253,2.9373,3.261144
"TWISTNB",-0.0630809,0.9934693,0.5054976,10.7718,10.393971
"FAM176B",-0.72692702,-0.1135068,-0.30870668,8.2966,8.212243
"POL3S",-0.74644675,0.2424858,-0.22125793,4.1808,4.339804
"ALKBH1",0.33442757,-0.8036013,-0.22440079,6.7018,6.653599
"CNGA1",1.01153151,1.394001,1.19656363,4.048,4.00252
"DBT",0.94452534,0.523541,1.09439979,6.1095,6.118169
"GPR65",-0.98425491,0.8889514,0.10578343,3.0299,2.746771
"IDH3B",-0.11247508,-0.1704659,-0.36027933,11.9182,11.695477
"HSD17B4",1.38807045,0.5433454,0.71067354,10.2288,10.35574
"ANXA6",0.56738894,-1.2625233,-0.94330605,5.0425,5.206363
"PLEKHH2",0.86244695,0.1207112,-0.18851589,3.4886,3.313889
"TST",-0.14790295,-1.1004513,-1.16002403,12.1463,12.079947
"SACM1L",2.10268018,1.4422443,1.54897622,8.2785,8.009923
"SEC24D",1.44957997,0.3258545,0.17968268,9.2146,10.246088
"NIN",1.26606179,0.7127153,-0.02696032,6.6097,6.197311
"FCRL5",-0.19557626,-0.1231823,0.98077041,2.9373,2.821748
"REXO2",-0.0663698,0.4622792,0.50984709,13.3075,13.289052
"MAD2L2",-0.42974097,-0.4687105,-0.60415755,10.2026,10.344924
"APCS",-0.98063138,-0.7950324,-0.19727433,4.048,3.83126
"FZD2",0.0609359,-0.3120717,-0.34295909,9.6139,9.161737
"POMP",0.132122,0.672281,0.45874324,11.6478,11.504834
"RPL10L",-0.26921222,0.6451182,0.50845494,13.5367,13.54611
"TOMM20L",-1.4890365,-1.119034,-0.75481646,9.269,8.804515
"ENPP6",0.24486881,1.0224094,-0.12905127,2.9373,3.211379
"ELOVL6",1.09554227,1.5880019,1.91352863,9.6286,8.594982
"BCL2A1",-0.23835958,-0.0186219,-0.22059892,4.2898,4.427947
"ARMCX2",0.92566267,1.4875607,0.83221093,4.3412,4.143966
"SATB1",0.70438381,0.1588363,-0.27965843,6.337,5.766384
"MAPRE3",0.24513246,-0.4803848,-0.03031149,4.6859,4.867504
"UGT2B15",0.16649063,-0.0386211,0.82769533,3.5587,3.679091
"NEU2",-0.27437425,-0.6872702,-0.30732573,3.2249,3.261144
"GUK1",0.35895813,0.2955411,0.01942805,13.0827,13.091828
"PHKB",1.13185609,1.9193384,1.85329028,10.1898,10.064846
"PTPRCAP",-0.27463008,-0.9033384,-1.07221072,5.2066,5.227866
"PRKX",0.48218206,2.1359237,2.05492836,5.5416,5.196056
"FEM1B",-0.39589631,-0.7425472,-0.84829489,6.8368,7.169263
"ABCC9",0.20310614,-0.0682856,-0.12905127,3.3128,3.102988
"C19orf22",-0.91313283,-1.1576326,-0.54009358,8.975,9.194013
"ALDH18A1",0.44661955,-0.5670348,-0.03048419,9.4861,9.37558
"SEPT10",-0.34166292,-0.0619818,-0.19300728,7.006,7.431996
"SLC4A1AP",0.75596194,0.9706563,0.82672265,10.4379,10.338231
"SNX17",-0.74536153,0.0483896,0.05190455,9.1773,8.874092
"TP53RK",-0.39656694,-0.9757291,-0.84101035,10.0886,9.961816
"RARB",2.27035774,0.2076451,0.11424282,3.366,2.912117
"HOXD4",0.06912765,-1.0324877,-0.41181423,2.8053,2.482512
"PTGDR",-0.40289435,0.0995688,-0.72675374,3.8263,4.048525
"CCM2",-0.43853975,-0.4596343,-0.62813237,10.0952,9.866153
"ZNF3",0.49633397,0.7784773,0.72256013,7.1671,7.130297
"PRKAG1",-0.46130335,0.0653628,0.18192404,7.0876,7.271792
"ECH1",-0.5473257,-0.1898295,-0.27931134,8.8781,8.934298
"KLHDC6",-0.63892506,0.6668338,0.66192831,2.3199,2.289684
"CDV3",0.71875226,0.405983,0.56305698,9.8412,9.926744
"ITGAD",-0.70588624,-0.0186219,0.3763327,2.9373,2.975039
"TIMD4",0.00349512,4.3106094,0.48322852,2.9373,3.102988
"FKRP",-0.84093897,0.2143506,0.14887485,6.6987,6.345996
"SMC3",0.86179736,0.2127113,0.44157367,10.6395,10.695111
"MGST3",0.09458852,0.7579786,0.60107685,12.8433,12.917257
"COPS6",-0.0706032,0.3541289,0.27632538,12.8819,12.755016
"KCTD20",0.48407537,0.9266968,0.7896463,8.2917,8.085806
"CNTNAP1",-0.28023629,-0.7753653,-0.7706123,6.2155,6.112986
"SMYD4",0.0939675,-0.637533,-0.81958168,10.1645,10.089332
"NAP1L4",0.28322407,0.5630999,0.86184818,7.6991,7.435038
"NDUFS8",-0.067658,-0.4715205,-0.62775202,14.0508,14.004901
"CHORDC1",0.60943536,0.3736908,0.22889578,10.6008,10.190168
"ZNF674",0.13298839,1.3415382,-0.08717411,3.5271,3.890546
"POLG2",0.70900792,0.3967082,0.50917527,9.3425,9.140829
"FIGN",0.13298839,0.3494618,-0.56765364,4.2709,3.858474
"CPT2",0.12073794,-0.2531474,-0.44547572,9.5544,9.217886
"PLAC1",-0.67993339,-0.6319836,-0.03376232,3.757,3.641099
"AHDC1",-0.61644951,1.0570113,0.17830703,3.4544,2.821748
"C16orf80",0.11694385,-0.2101154,-0.15667598,11.1421,11.125784
"IL21R",-0.7127518,-1.6958437,-2.26060525,3.8493,4.361331
"LYG2",0.5990089,-1.0878325,0.13749199,3.587,3.575997
"OR5P3",0.72340123,0.1275948,0.46120565,3.3128,3.102988
"ABCC5",0.11284629,-0.5092704,-0.51416324,8.7066,8.358335
"RALGPS1",1.23169674,-0.9902035,-0.94273284,5.1534,4.981431
"HRK",-0.39190732,-2.1993985,-2.33403023,7.4248,8.703049
"SIGLEC5",0.75423735,0.3561642,-0.54337985,3.4231,3.490365
"EPHB2",0.43621761,0.0566136,0.15411412,8.6403,8.287115
"ZSCAN22",-0.21895002,0.1658593,-0.17945726,4.7851,4.427947
"CUL2",1.33524065,1.061566,0.76702377,7.2855,7.006016
"GLTSCR2",-0.83549845,-0.4434302,-0.24816158,8.8995,8.973337
"DGCR14",-0.38667656,0.1070076,-0.26319864,8.609,8.630415
"TAF1A",1.00903752,0.155184,0.40796073,9.1222,9.263905
"B3GNT8",-0.64397759,0.0487296,-0.30359402,6.9583,6.807519
"FOXN2",-0.96587457,0.2944016,0.04413367,9.1924,9.326567
"DNASE2",-0.83322928,-0.8829103,-0.63170286,7.624,8.055275
"C1QA",0.36204962,-0.3956157,-0.58966921,3.674,3.769096
"FGF16",0.02328034,-0.0682856,0.00966151,3.3886,3.575997
"RGS8",0.55925603,-0.5451264,-0.82692056,3.8075,3.769096
"CRIM1",0.59405443,0.8038052,0.78124145,6.8107,6.912842
"C19orf26",0.12104966,-0.2596888,-0.90232404,4.1454,4.224208
"LOC650293",0.58640034,-0.0135729,-0.14446095,4.0035,3.679091
"FGF10",-0.12130571,-0.920191,-0.32023788,3.0299,3.102988
"SMARCD3",0.00742109,-0.2260919,-0.45673054,8.924,8.707339
"SNRNP70",-0.17130302,-0.4682974,0.12556737,9.48,9.143054
"FRG2",0.11770921,0.2808433,0.76683126,4.6492,4.374102
"ZNF155",1.42384777,0.6230373,0.60070347,5.4087,5.921426
"BCAS4",-0.16947959,-0.9860357,-0.66188516,7.2,7.579583
"TGFBR2",-0.33036172,0.6415609,0.01173708,5.7823,5.832962
"ZNF625",1.40445212,1.69557,0.94508789,4.795,5.073681
"PXDNL",0.1664815,0.0269257,0.29055613,3.3128,2.975039
"UFSP2",0.29389874,0.5374046,0.40492899,9.5567,9.127306
"EDARADD",-0.57995524,-0.470506,-0.65296469,13.3909,13.358874
"HBE1",-0.0829026,-1.7635592,-1.78200522,6.2504,6.275311
"ERH",-0.44383093,0.3957347,0.1254774,13.1057,12.834346
"ZNF773",-0.61411934,0.3307695,-0.06992246,7.2855,7.643601
"CTNNBIP1",-0.16385296,-0.2080217,-0.15665036,11.8385,11.993245
"SYNM",1.09830534,0.0868274,0.19848865,6.0991,5.807456
"HVCN1",0.6616419,-1.2012189,-1.35435899,4.2709,4.262949
"MAGOH",0.60188479,-0.4818882,0.48349113,10.8007,10.880624
"H1FX",-0.36391773,-2.4049687,-2.18594123,8.7383,9.753877
"APH1A",0.0100631,-1.1918854,0.01594061,7.6906,7.643601
"CCL24",-0.14387583,0.0457824,-0.06831133,11.6652,11.538869
"PLSCR2",-0.43822867,-1.0324877,-0.22059892,3.2249,3.211379
"USP26",1.15840854,0.0269257,0.52074661,3.3886,3.102988
"LILRA1",0.0476394,-0.5824089,-0.42394897,5.6211,5.298544
"DUSP12",-0.57464539,0.2100718,0.22560164,12.0568,12.021653
"CDH16",-0.06722179,0.0226655,-0.77833313,4.2161,4.411479
"LAP3",1.2468179,-0.1704234,0.04828245,10.5343,9.827818
"WDR43",-0.21138176,1.3484346,1.18287729,8.6949,8.759659
"CLSTN2",-0.56854215,-0.1758604,0.49531533,3.1009,2.912117
"ENDOG",-0.57622678,-0.8119499,-1.03926134,10.2805,9.779975
"DHX8",0.37582084,-0.1566278,-0.39939717,9.1408,9.04168
"PDZD4",-0.12062662,-0.1991347,-0.91736788,3.8493,3.83126
"DNAJC9",0.26597888,0.5516776,0.53611119,12.1429,12.259847
"C20orf24",0.24012524,0.3657035,0.72406619,13.173,13.064512
"TBC1D8B",-0.21275196,0.1757439,0.14626404,4.3616,4.450052
"LPCAT2",0.48197882,0.8461483,0.68481018,7.8693,7.651222
"PRRX2",0.06436669,-2.7109024,-2.72082039,6.99,7.009099
"HIBCH",0.60474789,1.0788506,1.07330958,10.0278,9.735482
"ADO",0.73383345,0.293747,-0.19085751,6.3298,6.658378
"PRDM12",-0.24237158,-1.5072024,-2.35665714,5.3008,4.797867
"PDE6C",0.42534683,-0.1091761,0.4653192,3.5271,3.400504
"RFX3",0.60702891,-1.2030373,-0.15130967,4.9487,5.333452
"PTPRM",0.50090919,0.2150242,0.21311681,6.2662,6.584795
"ATP6V1G1",0.60532143,0.0718074,0.11089919,13.0848,13.127764
"TFPI2",0.84167106,-0.774295,-0.5866531,11.5106,11.156291
"MAPK11",0.43442265,-1.2129254,-0.98189378,9.4255,9.564264
"KIAA0907",1.59235961,-0.28935,0.05061466,9.3927,9.84927
"C18orf54",0.48863271,0.5320785,0.24253026,6.1943,6.525105
"COL15A1",0.39734788,-0.6729653,-0.09363774,3.1009,3.102988
"ROGDI",-0.55368683,-0.4366756,-0.27439167,6.7751,6.294948
"AP4M1",-0.8349367,0.028159,0.09987042,7.014,7.028657
"POLR3H",-0.73149467,0.016073,-0.11266155,12.1987,11.390973
"FOXO1",0.54411918,0.5170824,0.2656882,9.3409,8.811674
"HN1L",-0.02717245,0.342243,0.33642122,12.3737,12.24745
"TRIM28",-0.06996916,0.0687947,0.08111415,11.4214,11.103569
"EVI5L",-0.28535939,-0.9914043,-0.81652406,6.1404,6.185965
"HOXC10",-0.03962941,-0.6047981,-0.05669524,6.009,5.846552
"CNN1",-0.09535531,-1.0136976,-0.42394897,3.757,3.490365
"MAP4K3",1.82311005,1.861498,1.90838003,5.1343,5.143594
"ZNF33B",1.05886102,5.5557651,1.7302332,4.5574,4.569836
"STX10",-0.29218141,-0.2099498,-0.32370904,7.5528,7.439383
"ACE2",0.37061178,0.7395698,0.89271733,4.3757,4.143966
"SLC6A2",-0.81295131,-0.2630016,-1.61236707,4.0222,4.157538
"ACTBL2",0.02780739,-0.4279917,-0.05998531,9.3228,9.672501
"RTN4RL2",-0.46156585,-0.4550632,-0.63832713,6.2419,6.086622
"OR2C1",1.23378585,-0.4495502,-0.3628917,3.6971,3.706272
"SYCE1",0.17790717,-0.1151022,0.35600643,3.3886,3.490365
"FASTKD5",-0.22308953,0.6395529,0.47701369,10.2668,9.513046
"LMLN",0.09220428,-0.791528,-0.4676307,4.1808,4.120199
"GALK1",-0.58836353,-0.4080756,-0.78242936,7.637,7.237934
"ARHGEF15",-0.23991983,-0.2654516,-0.42054305,8.1064,7.526978
"PCDHB14",-0.17245535,0.3367512,-0.12905127,3.2249,3.211379
"PRICKLE1",-0.08870858,-1.6542691,-2.35567464,6.7968,6.62114
"CELSR3",0.35678461,0.929315,0.96132968,4.4843,4.361331
"VPS37D",0.15903508,-0.5965306,-0.73363501,6.0654,6.122635
"BUB1B",1.57975805,1.4242858,1.44953875,10.0777,10.053127
"NDUFA3",0.25289952,-0.2712348,-0.02359723,12.6397,12.615171
"CDT1",-0.15992725,-0.8320603,-0.78764975,12.7293,13.160598
"MT1E",-1.29493703,-0.9092471,-1.20683766,13.2841,14.53759
"SLC32A1",-0.07491385,-1.2799679,-0.39643388,3.9799,3.945592
"SIGLEC8",-0.23124272,-0.0622444,0.82099707,3.3886,3.490365
"BAZ1B",0.69111245,1.0155662,1.14967753,9.064,9.242855
"ARHGEF16",0.29920417,-0.2131824,-0.3878067,11.2671,11.014768
"ALPI",0.02896533,-0.0721663,0.29502243,4.4518,4.339804
"DES",0.60960312,0.1757439,-0.68279705,4.0035,3.972485
"ZCCHC6",1.24326379,0.3469063,0.07852477,7.4525,7.196232
"TTC33",1.3138027,0.7890399,0.92017629,5.8292,5.47276
"ADAMTS5",0.1024933,0.1026238,-0.41175191,3.3128,3.313889
"P2RY12",0.58687039,-0.8953311,0.72862462,2.8733,3.102988
"HIST1H2BN",-0.83838323,-0.8283947,-0.76849516,9.8647,9.591465
"TMEM42",-0.39860235,-1.4222718,-1.53842965,10.9878,11.554637
"SFRS16",-0.54564309,-0.7424321,-1.00298334,7.7346,7.931045
"CNNM1",-1.11667305,1.3690239,0.07725111,3.8263,3.741941
"MBTD1",1.09621953,2.1509964,1.64594032,6.337,6.233424
"BAHCC1",0.78033453,1.0903499,0.95132886,5.5824,5.370664
"MUM1L1",0.24878655,0.8262963,-0.12905127,3.5271,2.975039
"GLT25D2",-0.0093609,-0.2605827,-2.15879674,3.674,3.313889
"TNFAIP6",0.95226068,0.5247498,0.03676719,3.587,3.452668
"CDKL3",0.48853134,-0.4450818,-0.64133836,6.987,6.915787
"RAB38",-0.3488495,-0.3138127,0.44805788,7.6392,7.575868
"LPIN1",0.52491718,0.0948231,-0.18141066,8.9092,9.012736
"PRAM1",-0.44743144,-0.9418917,-0.97819055,7.1516,6.927621
"SCG2",0.16441037,0.2120621,-0.41879711,4.1979,3.641099
"ALDH3A2",0.57342512,-0.3024532,-0.17151058,7.3143,7.172584
"GYG1",-0.1351739,-1.0715453,-0.27641712,7.0717,7.169263
"KIR3DL2",-0.36721708,-0.2196343,-0.55588616,3.3886,3.490365
"BARHL1",-0.32609362,-0.3682123,-0.40324621,3.674,3.945592
"C2orf3",-0.00059255,1.4381746,1.01160791,7.9492,7.746444
"MYCBPAP",0.44251065,-0.7950324,-1.10564493,4.9127,5.062589
"SGOL2",1.07276189,-0.0494624,0.32925097,7.6706,7.18453
"TCEAL7",-0.55299912,-0.159697,-0.51681482,3.6971,2.975039
"CSNK1D",0.15183591,0.3136557,0.28005242,10.562,10.605598
"THBD",-0.03406592,1.4923111,1.34721479,9.7963,10.906069
"CHCHD1",0.30690901,0.0342081,0.12226056,11.5208,11.534416
"MT1H",-1.07836791,-0.9085881,-1.07820402,13.8747,14.823429
"DDX21",0.53247224,0.3980548,0.64894571,11.4933,11.445264
"ETV5",-1.27094454,-1.8325062,-1.96306093,6.8826,7.604782
"SERPINI2",0.43266341,0.2076451,0.7095325,3.2249,3.641099
"OR1S2",-0.79883283,-0.6505486,-1.14076284,3.9241,4.181627
"POLR1C",-1.1233276,-0.3747765,-0.55122781,8.5704,8.456657
"ZNF536",-0.21968595,-0.3530827,0.91663783,3.5271,3.154883
"ACADL",0.40666322,1.7222934,-0.03376232,3.1484,3.858474
"TRAPPC6B",-0.13173523,-0.0858244,0.91555549,6.5085,6.632399
"SMAD6",-0.21898309,0.0954991,0.90220375,4.2161,4.100013
"PRL",1.13392967,-1.2338548,-0.26601722,3.1484,3.313889
"ZNF702P",1.01700676,2.2675458,1.69050152,5.3336,4.676909
"TAS2R38",-0.56854215,0.5764521,0.64381132,3.1484,3.368842
"NLRP5",0.28732737,0.8060151,-0.22961249,3.8493,3.641099
"BRWD2",0.71694651,1.0339056,1.01504901,8.0951,8.350242
"AP1M2",-0.51662339,-0.3927965,-0.36071045,9.8792,9.913653
"STYXL1",-0.64994316,-0.2870494,-0.1399964,8.2568,8.521214
"PDE6G",0.58640034,-0.2850933,0.31826122,3.9433,3.400504
"LOC284402",-0.46925195,-0.3586548,-1.19610679,5.2313,5.11142
"TCEAL8",0.811817,1.1392564,1.09058352,10.139,10.114375
"RNMT",0.59995135,1.7461477,1.73828099,6.4595,6.600356
"RGS17",0.21088504,-0.2971017,0.01835247,5.4514,5.456789
"MINPP1",2.55993564,0.8331396,1.31187695,7.2733,6.902493
"RBM28",-0.06379107,0.6860615,0.75184702,10.4288,10.441595
"C14orf1",0.42429214,1.1029512,0.46852005,4.1979,4.262949
"CSTL1",0.78873296,0.3282361,0.05251112,3.5587,3.972485
"BNIPL",0.93566039,-0.3997733,0.28538166,3.757,3.769096
"HCST",-0.32689316,-1.0565853,-1.12081286,6.5672,6.33624
"UCHL3",-0.0425896,0.6144017,0.44537824,12.1743,12.953565
"EMILIN3",-0.98146622,-0.8489364,-1.49599981,7.6491,7.917007
"KIF23",1.05080445,1.5629992,1.47371727,12.1634,11.679332
"MOS",-0.56282471,-0.4974805,-0.44805879,6.6335,6.553296
"RAB13",-0.04424173,0.3794445,0.58552204,9.0359,9.535633
"TMEM69",0.58972828,0.2549586,-0.10557051,9.7733,9.432706
"NPC1",1.01179942,-0.2891641,-0.04764103,8.9979,9.166543
"FAM162A",-0.17725059,-0.131322,-0.17770472,12.3765,12.07015
"G6PC2",-0.55905435,-0.1447327,-1.45801865,4.1454,3.83126
"RDH14",0.17699383,0.8392781,0.79684739,9.5272,9.333488
"ZNF180",0.35678461,2.1581723,1.30261912,6.3622,6.165034
"ATP8A2",-0.14156559,-0.509152,-0.82295405,8.9709,9.100198
"CXorf52",0.41925661,0.5247498,-0.60439272,2.8733,3.102988
"RP5-1000E10.4",-0.52118115,0.2550824,0.95979535,6.4274,6.430236
"SAG",0.24878655,-1.2799679,-0.08023058,2.7479,2.821748
"KRT28",0.48804937,-0.1091761,-0.40907548,3.5271,3.641099
"CCDC19",0.09157188,0.3517823,0.17360691,5.248,5.287788
"SCNM1",-0.50927631,-0.5477452,-0.66247007,12.9848,13.078245
"OLFML3",0.43248595,-0.1879477,-0.65069696,3.6411,3.679091
"KRT33A",-0.25923234,0.7867431,0.71548606,8.5333,8.071923
"SCGN",0.48804937,-0.1758604,-1.17143773,3.1009,3.534091
"CALHM3",-0.93671301,-1.109206,-1.51193418,4.3944,5.16924
"PDGFRL",-0.3458837,0.1109439,-0.01765116,6.0416,5.73433
"EPHB4",-0.49578068,-0.1335428,0.21757664,6.8607,6.566068
"CCDC111",0.69173671,1.4829462,1.34943891,8.5906,8.450741
"LPCAT4",0.14752147,-0.5934145,-0.21923276,7.5823,7.150704
"FPR3",-0.12083689,-0.9141289,-0.34474325,1.7543,3.211379
"C20orf142",-0.96219223,-1.1946272,-1.45482488,6.7781,6.580878
"OXTR",-1.02742937,-0.8564762,-0.76942941,5.4839,5.601842
"C8orf30A",-0.52520491,-0.6149828,-0.64621249,10.273,9.840543
"MPHOSPH6",-0.41472722,0.3351018,0.08890493,8.5105,8.725215
"UBA5",0.42780031,0.3069434,0.22312941,9.9117,9.944821
"EPC2",0.66782475,0.6038143,0.5200876,8.6935,8.904772
"KIF5C",0.7964207,-0.0594323,-0.73997953,4.5048,4.708013
"NMT1",0.01455528,0.2014914,0.10977047,11.1865,10.847978
"FAM180A",-0.68362973,-0.6037007,-0.78694521,5.4259,5.133203
"MSL3",0.50064321,1.4508408,1.38768002,7.6906,7.48279
"EFCAB4B",0.07498138,-0.0186219,-1.33794654,3.757,3.769096
"PELI3",-0.6304762,0.0258055,-0.27222192,10.2409,10.245022
"ZNF217",1.25358553,0.9781732,0.79033345,9.2755,9.712751
"POP5",-0.65722416,-0.2615501,-0.58643049,10.3388,10.225903
"GNLY",0.96718705,-0.3922088,0.67562962,3.5587,2.821748
"GTPBP4",0.49788386,0.4814795,0.57927664,12.1496,11.948766
"IL13",0.17790717,-0.1173206,-0.70996204,3.0299,3.102988
"SAMD4A",-0.49175016,-0.1855761,-0.34019135,9.2012,9.129203
"PSPN",-0.65269102,-0.5838932,-0.84569884,5.5294,5.650185
"MAP2K6",1.03355291,1.3524127,1.40326353,5.0878,4.411479
"ACTG1",0.46488175,-0.151719,0.03660649,15.1536,15.128533
"IL3",-0.09669827,-0.7737474,-1.22130739,3.0299,3.313889
"APOC3",-0.12083689,-0.1118805,0.98020349,3.3886,3.641099
"LAMB3",-0.24391294,-0.1411263,-0.21029556,16.355,16.554418
"SPNS3",-0.95570462,-1.3325543,-1.3144928,6.0458,6.45856
"RASSF2",0.44451984,1.6011603,1.46316871,6.1496,6.410546
"SDR16C5",-0.13757838,-1.2114553,-1.32442622,7.5511,8.282209
"PCBD1",0.03749287,0.0451795,0.10385915,11.4442,11.570902
"KLF11",-0.34349562,-1.2035682,-1.3905295,4.7851,5.097623
"PIN4",0.88576518,0.4778421,1.072579,5.0425,5.007605
"ZNF624",0.71728661,0.062073,-0.26582202,4.2709,4.956713
"ODF2",-0.08183945,-0.8664657,-0.96384018,7.6525,7.441121
"SELT",0.3192452,0.4197798,0.53287789,11.0344,10.90492
"ARPP-21",0.28948662,-0.486205,1.55537595,2.8053,2.821748
"ZNF787",-0.77100623,-0.8566671,-1.00113225,8.1591,8.298106
"TSSK4",0.02328034,0.439615,0.34544919,3.7842,3.890546
"MLF1IP",0.34310125,1.2927387,1.31524913,12.4726,12.555464
"IRF6",0.36959037,-0.6011192,-0.30972948,8.8685,9.17419
"RPRM",-0.72181437,0.163498,-1.22130739,2.8053,3.102988
"BANP",-0.62246686,-0.6551656,-0.47501226,5.7527,5.605826
"CASQ2",-0.9476648,-0.2899614,0.07406847,3.0299,2.289684
"C1orf56",-0.24185344,-0.0405801,-0.13644128,8.4567,8.233785
"TM7SF3",-0.1374804,1.0551694,0.97533416,9.0124,8.811674
"NUBP2",-0.8297133,-0.7690976,-0.91423725,9.0166,8.733693
"DNAJB11",0.51263987,-0.264931,-0.11508122,12.0182,11.78537
"AS3MT",0.00032331,-0.3613713,0.24517781,3.4544,3.102988
"POLR3E",-0.65911038,-0.1989774,-0.17658403,10.0736,9.912906
"WBP2NL",-0.19557626,-1.0405802,-0.4039179,2.9373,2.975039
"DNLZ",-0.80460999,-0.7090347,-0.94099211,10.3885,10.381013
"TSSK2",-0.66701201,0.4955072,-0.50871388,3.587,3.490365
"ARL6IP5",0.6123373,1.1259394,1.00414586,10.0327,9.445482
"C2orf29",0.25465547,-0.1168044,-0.13700622,9.0681,9.196024
"RDH16",-0.38865904,-1.384003,-1.87505985,4.9886,5.049925
"MAP1LC3C",-0.01035213,-1.0049265,0.71889279,3.3128,3.313889
"AP2A1",0.69524807,-0.4255397,0.16293427,7.0512,6.973861
"C9orf4",-0.74058082,-0.7911975,-0.37507368,3.3128,3.313889
"C13orf34",0.86334325,1.7494133,1.69393113,9.2716,8.902649
"ARMC4",-0.29891329,-0.7443209,-0.53687486,2.1035,2.975039
"PSD",1.50128987,-0.7047133,-0.70996204,3.587,3.858474
"GMPPB",-1.41190154,-0.4142983,-0.72059331,8.4659,8.440276
"C2orf83",0.02489214,-1.1844012,-0.39643388,3.5587,3.490365
"CST9L",-0.01942427,0.8681796,0.23766298,2.7479,3.313889
"HIRA",1.2221312,-0.3769549,1.13413889,10.034,9.513569
"PIWIL2",-0.01035213,-0.4310106,-0.24744121,3.8263,3.945592
"CCNK",0.96417047,-0.4297156,-0.16778369,8.9056,9.147658
"MYOCD",0.20310614,0.3367512,-0.3374903,3.4544,3.400504
"GABPB2",0.06060388,0.3269437,0.16670657,8.7636,8.672391
"PBX2",-0.40384096,-0.3443928,-0.49770562,5.8218,5.7579
"C3orf16",-0.12083689,0.3966264,0.65022875,3.3128,3.102988
"ALOX5",-0.03651225,-0.3465746,-0.72852977,5.7887,6.086622
"OR4K1",-0.57141636,0.0321476,0.66192831,3.4231,2.669062
"KHK",-0.44752625,-0.0890672,-0.39028087,7.6839,7.271792
"PXMP2",-0.42287829,-0.3689912,-0.31189809,11.9397,12.012815
"SPANXB2",0.46603114,0.2120621,0.21085808,4.3944,4.553233
"USP34",0.32619275,1.3616895,1.85750922,7.9416,7.729359
"PROC",-0.75007053,0.5520277,0.48267229,4.3616,4.143966
"USH2A",-1.25216223,-0.5165679,-0.61995747,3.0299,3.313889
"TACC2",-0.45313263,0.1275948,-0.12702895,3.8263,3.679091
"SFRS11",0.76801495,0.8893564,1.02866131,10.5366,10.590806
"EHD1",0.34242885,0.9462284,0.8377888,13.323,13.095737
"LDOC1",-0.37570242,-1.0868136,-0.3969776,6.71,6.609679
"TTC32",0.7313938,0.7721885,0.69575034,7.983,8.215606
"CD74",0.68261025,-3.4287921,-3.77598082,4.4262,4.319299
"VPS13D",0.70137558,0.4570198,0.36096115,5.1706,5.304616
"SLC9A2",-0.35552269,-0.3316797,0.3702624,3.6971,3.313889
"GPHB5",-0.65425951,-0.8453616,-0.75188116,6.1184,5.778174
"SLA2",0.02328034,0.9867105,0.25336188,3.5587,3.575997
"SLC25A1",-0.10223275,0.0999146,-0.00869449,10.22,10.158748
