"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
11.5,1.8,20.4,9.3,1.7,-9.8,"GAS2"
-1,1.5,-6.5,1.9,-8.3,-4.5,"LOC653569"
-6.3,-12.4,-18.6,-17.9,-9.2,24.5,"SLC15A1"
5.6,-0.9,18.6,14.7,5.3,12.4,"BAIAP2"
23.6,4.7,-4.3,-0.2,7.3,-0.3,"LMX1B"
-4,2.8,9.7,-0.9,-14.5,9.3,"PLSCR5"
13.2,12,5.7,-6.4,42.3,39.9,"UBOX5"
-1.9,-9.9,12.4,8.1,-16.4,-2.7,"LOC392215"
-4.8,-2.1,-7,0.3,2.9,7.1,"FLJ00312"
10,14.9,13.2,7.1,2,13.2,"C8orf30A"
9.2,16.4,2.2,-4.1,0.4,33.6,"LOC653349"
-4,16.1,2.5,-3.2,-1.1,4.7,"GBGT1"
812.4,731.7,643,475.1,31.4,47.4,"CDC5L"
507.5,603.9,441,432.9,103.6,152.6,"EZH2"
98.8,93.1,103.8,81.7,372.3,291.2,"RHOF"
19,-3.8,6.1,27.5,20.3,0.6,"LOC641851"
-3.8,-0.3,24.3,-1.2,-1.8,-5.9,"ORAI2"
-2.1,2.4,3.3,2.2,23.8,2.4,"POGZ"
25.4,19.9,5.8,4.6,20.4,53.6,"LOC644672"
-5.9,-4.2,2.8,2.1,-2.5,19.1,"PRRG3"
4.5,62.1,-7.9,8.8,9,31.7,"LOC647060"
-9.3,-2,-9.6,20.5,-15,18.9,"MGC16703"
12.5,4.5,4.8,17.2,10.6,8.9,"LOC387804"
-6,-7.7,6.5,2.5,-16.6,-18.4,"RASAL2"
11572.2,12078,7984.7,7972.5,10815.8,12248.3,"LOC648622"
7.6,-0.5,6.8,-14.1,-11.8,-11.7,"ABCD2"
-5.3,-10.6,-22.5,-4.5,-14.6,6.1,"C1orf194"
7.5,-11.5,40.9,1.7,-3.1,-4,"LOC390332"
14.1,-1.8,-3.3,-11.9,4.4,-2.7,"ZNF479"
-3.6,7,-3.2,-11.6,-17.6,1.3,"DLK1"
-8.6,8.9,3.7,19.5,-5.4,2.4,"LOC652191"
14.6,-3,6.5,-0.8,-8.1,-1,"LOC23117"
850.4,917,1489.6,1435.5,32.3,67.2,"NUP160"
-3.1,-15.4,1.1,-6.8,-2.5,-8.4,"LOC649745"
8.3,4,-0.3,6,-2.2,3.3,"NBPF10"
-6.8,-23.4,4.4,-2.6,-9,-8.3,"PRDM2"
-11.8,-0.7,-8.1,-1,0.7,-16,"SMG1"
3.1,0,-7.3,0.3,-5.9,12.8,"HIST1H2BL"
195,240.2,202.1,238.4,510.7,486.7,"CABLES1"
5.3,9.5,4.4,8.1,6.2,7.2,"CSN1S1"
-13.8,-15.4,29.7,2.4,-1.5,-4.9,"LOC647447"
2785,3857.1,45.5,47.8,4063.3,4094,"PLAC8"
9.3,-3.9,337.6,236.5,36,25.4,"COL4A1"
2.5,19.1,2.1,0.4,18,-0.9,"LOC653766"
27.5,8.5,10.3,33.7,-2.5,37.5,"LOC644679"
727.5,711,388.5,450,191.5,181.7,"LOC642934"
0.4,-9.8,30.8,44.2,1.6,18.6,"PCDHGA12"
7.8,17.5,60.8,65.5,35.7,7.7,"HSD3B7"
-0.7,-12.8,-5.7,-9,-9.8,-8,"LOC649198"
84.7,109.3,80,65.9,-6,-3.1,"DHX40"
-5.2,-6.7,-0.6,-11.7,-5,10.1,"SOX3"
15.6,18.6,18.9,17.5,-9.6,0.4,"ATP6V0C"
-4.1,11.8,4.2,0.6,8.1,8.1,"LOC221981"
-4.8,-1.6,-5.8,-14.7,3.8,8.5,"OR10Q1"
7,-14.6,-6.1,6.9,3.9,-12.3,"LOC650549"
-8.4,-2.6,-6,4,11.8,-7.5,"LOC643275"
3,-19.9,-2.3,-7.1,0.8,8.4,"SLC30A4"
-10.1,-10.6,17.3,8.4,-13.2,-7.4,"CCDC64"
-12.6,-18.5,18.6,4.6,-16,-6.3,"C20orf152"
-2.5,-5.4,-0.3,2.1,2.3,23.4,"LOC650677"
2375.9,2337.1,785.6,809.9,1507.6,1669.8,"ECH1"
-2.7,-17.6,-11.5,-16.1,-11.8,19.3,"ST6GAL1"
-0.7,-7.9,-9.6,5,3.4,5,"PER1"
10,0.2,8.3,23.9,9.7,-6.2,"HERC2P2"
575.3,650,1331.4,1004.6,1409.4,1298.1,"CSTF2"
406.8,436.7,404.5,349.3,31.7,58.5,"SH3D19"
310.6,248.5,335.9,293.5,48.8,73,"TMEM188"
2.4,-0.8,-3.7,19.1,-10,34.4,"LOC651454"
245.5,322,279.8,480.8,110.7,6.2,"ECD"
14.2,9,20.7,43.2,-6.8,4.4,"MSH4"
5.2,-11.7,-21.8,-5.1,2.6,-11.8,"LOC642961"
-12.7,-0.4,-14,-1.6,18.6,14.6,"KIAA1957"
-8.7,-18.7,-9,-6.4,-4.6,-7.1,"DPRX"
-21.2,-9.7,-5.1,-12.3,-15.8,-19.2,"SNCG"
23.9,29.7,18.3,12.5,112.1,40.7,"ZSCAN2"
286.9,322.5,391,403.6,894.8,742.4,"AAMP"
-0.9,-4.5,-13.6,-20.6,4.7,4.6,"CLEC10A"
2.8,-0.3,5.4,15.6,-5.4,-26.6,"GCNT2"
199.7,160.4,432,518.7,105.8,114.6,"TPM4"
10.3,-6.9,11.8,2.9,65,26.3,"LOC732139"
23.7,1.7,72.9,24.5,58.3,45.1,"LOC731196"
-7,-7.9,4.1,-3.2,-14.5,-13.6,"GTF2I"
-9.1,-12.1,1.8,-0.2,2.2,7.6,"LOC643377"
-0.5,-24.5,-8.8,-5.4,-5.2,0.8,"LOC643695"
26.9,32,-1.3,13.9,30.1,33.4,"SLC22A17"
-7.5,5.3,-5.8,-13.8,6.5,4.6,"LOC643717"
-3.4,-9.7,-1.8,0.1,-16.7,-11.8,"EFEMP2"
1926.4,1862.8,2933.9,2981.2,4658.6,4137.7,"C8orf59"
21.9,8.5,-8.6,11.7,9.4,11.8,"LOC441662"
-3.8,7,34.2,58.4,16.8,3.3,"ZWINT"
-10.9,-6.9,-7.5,-18.2,-1.6,-9.3,"ATP1B4"
287.2,305.6,246.2,244.7,564.5,555,"PITPNM1"
15.6,25.4,19.9,5.7,9.4,43.5,"C3orf22"
3.7,0.2,-1.9,8.2,42,25.1,"LOC644683"
19.5,6.1,-2.5,5.5,6,-8.1,"HIST1H1B"
85.7,86.7,53.9,76.6,423.9,358.7,"GPRIN1"
137.7,124.9,216.5,207,-9.4,-1.5,"DNAJB14"
1.4,4.3,-6.3,-6.4,-12,2.7,"GPR26"
12.3,5.2,-13.1,8.3,8.4,-15.5,"NUDT10"
-6.9,20,4.8,-10.8,61.1,-12,"LOC645276"
-9.3,-17.2,114.5,122.4,91.2,89.9,"MUC20"
-3.8,-6.7,1.3,-4.4,3,-2.4,"LCE2A"
80.5,60.4,178.7,167.3,206,186.8,"APP"
-3.9,1.8,-4.5,-20.4,-7.3,-8.6,"LOC642345"
177,229.5,288.6,257.7,278,295.6,"PFKFB4"
-0.9,4.3,4.3,-0.3,41.5,71.2,"ZNF580"
3.4,1.7,21.5,2.3,1.8,-1,"LOC642576"
29.4,43.3,61.4,51.1,44.5,49.3,"MC1R"
-7.3,5,-9,-4.3,-5.2,-3.3,"IL22RA2"
-2.2,-7.1,4.7,-1.1,-11.5,-7.9,"HAUS6"
11.9,18,8.9,0.6,-14.7,15.6,"USP32"
8.2,-10.4,2.1,13.3,12.8,20.5,"RECQL5"
440.1,394.1,563.3,528.1,1117.3,1102,"DUS1L"
31,-0.6,-23.2,10.5,-13.5,-11.5,"LOC643697"
-9.3,-1.9,2.2,-12.6,-8.9,-2,"LOC644975"
21,12.8,23.7,4.8,-4.2,1.2,"A26C3"
111.3,100.4,47.1,74.3,110.9,139.3,"FUT3"
384.1,310.2,281.2,337.5,363.4,357.2,"TAF12"
-1,7.2,0.9,-3,8.9,-12.5,"LOC645238"
7.8,2.2,-1.5,-10.5,10.4,8.5,"FLJ39739"
-12.4,-11.8,-18.9,-2,-17.8,-14.5,"ATP8B3"
20.7,34.4,175.5,160.6,-9,-3.4,"FAM171B"
-14.2,3.9,2.7,5.2,-7.4,-0.5,"LOC646589"
18.3,10.2,9.4,-9.3,-16.2,-1.3,"KIF3A"
14,11.4,-1.1,56.3,12.9,12.8,"SULT6B1"
24,17.5,6.8,11.5,6.8,11.4,"SDHALP1"
5.3,34.3,29.1,34.6,14.2,38.2,"LOC642916"
-15.7,-9.2,-11.5,1.1,2.9,-14.1,"CCR5"
287.6,245.5,253.5,281.9,589.7,555.8,"NKIRAS2"
14.1,5.2,4.7,10.6,0.2,1.1,"LOC647274"
95,91.3,112.8,133.9,68.5,71.2,"RAXL1"
-1.4,-4.4,10.6,19.4,-15.2,-16.3,"SPANXA2"
-12,-10.9,0.2,-8.4,-15.1,-0.7,"LOC648278"
10.8,-2.3,-8.5,-1,9.3,-11.3,"SPINK9"
978.4,935.6,516.7,350.8,118.4,141.3,"SLC35A3"
1131.3,1338.2,795.6,852.8,210.7,177.7,"HNRPDL"
7.9,-0.6,-23.8,8.9,-20.3,10.3,"DMD"
5.3,6.5,6.1,-10.3,17.2,24.6,"LOC642360"
1051,1096.8,173.4,154.2,80.2,197.3,"PHF14"
193.9,164.7,160.6,180.5,293.3,259.6,"CDK2"
0.9,1.1,15.7,-2.5,12.6,20.5,"PSORS1C2"
-13.3,5.8,-0.7,-0.2,-13,-3.2,"MID1"
-9.8,-4.2,3.7,-3.9,-14.8,-11.4,"LOC648840"
14.7,7.3,-8.9,-5.2,-0.6,-5,"IL11RA"
-13.3,-6.5,-0.8,-16.1,-9.2,4.8,"MGC48628"
3.2,-6,12.6,-4.7,6.1,-3.8,"SULT1C3"
2625.6,2978.6,1643.1,1479,3569.2,3895.9,"HES4"
-2.7,7.1,6,4,19.3,17.6,"LOC653145"
13140.4,14239.6,14542.9,15683.8,16503.8,16542.2,"RPL12"
-9.5,2.9,-1.4,0.7,-2.7,0.9,"KLC2"
-12.3,-6.3,-8.9,-0.3,-20.5,-4.1,"CDY1"
44.1,39,53.6,41.1,39.4,33.1,"KENAE"
14.4,30.6,18.7,1.2,20.7,6.2,"S100A1"
2.8,0,-3.7,7.5,7.8,-1.2,"GLUL"
5.5,18,-9.2,3.5,9.5,1.7,"IGSF6"
-2.7,12.8,7.5,-5,-4.8,-13,"LOC649902"
17.4,21.2,127.8,130.9,35.1,16.8,"SEMA3B"
57.8,62.8,42.8,27.4,92.7,44.7,"EDG1"
3.3,-6.2,-12.4,-6.1,-14.7,-10.6,"LOC442015"
44.6,161.1,266.3,372.4,215.7,84.3,"RBBP4"
36.8,38,26.8,66.3,-2.4,-7.8,"SIKE"
19,-8,23.3,5.8,47.5,32.7,"LOC648358"
1314.4,1391.2,444.4,443.9,272.8,332.1,"TEX10"
294.7,290.4,450.8,360.7,595.8,660.4,"C14orf80"
-8,-11.1,2.1,6.1,10.3,6.9,"ZNF705D"
-14.9,0.3,-17.8,-14,43,-11.8,"LOC391282"
6.3,1.7,-7.2,7.2,8.7,7.9,"LOC651308"
6.5,2.5,10.4,6.1,-3,1.9,"LOC647529"
-0.2,-5,11.6,4.2,-13.1,7.8,"LOC644846"
0.8,10.3,9.7,1.8,10.7,6.3,"IL18BP"
2.2,-6.7,-1.6,-6.5,-2.4,31.3,"C21orf41"
6.7,-7.1,-8.4,-11.5,-3.6,-6.2,"XYLT1"
5.1,6.4,10.2,0.5,-2,17.8,"LOC401845"
0.2,-11.8,-17.8,2.4,-10.6,7.3,"LOC728601"
-4.9,7.2,-1,-7,21.3,2.3,"TRIM40"
8376.2,8277,7707,8554.6,12901.8,11525.9,"ATP5D"
37,40.1,62.5,55.7,51.9,19.4,"LOC646144"
9.1,-8.1,33.1,31.2,-6.1,13.8,"LOC645084"
0.3,14.8,-8.8,-11,-20.2,-17,"TXNDC2"
65,72.2,267.3,183.6,-10.2,8.1,"KCTD9"
177.3,174.5,115.3,137.3,338.1,357.6,"PIGO"
-0.5,13.2,-7.7,16,3.1,-11,"FLJ34969"
554.5,595.4,567.6,616.7,28.2,23.1,"ZZZ3"
18,10.8,8.6,12.2,50.6,8.1,"LOC648716"
19.3,-11.7,-15.6,-8.7,-8.4,-15.2,"LOC652641"
-9.4,-1.7,8.7,-0.1,1.3,-7,"LOC644856"
96.4,71.8,51.1,62.1,219.2,200.8,"UBL7"
28.8,32.3,1.8,7.8,124.8,108.9,"GPR63"
9.2,-2.1,22.4,1.5,25,-1.1,"LOC641948"
-20.6,-20.7,-17.3,-29.1,-6.6,-9.2,"PTPRC"
3.4,-6.6,5.6,-5.2,8.5,-12.5,"LOC642947"
-7,9,-12.4,1.9,-6.5,-5.3,"TTN"
18.7,17.1,13.1,4.9,9.8,18.2,"KLHL7"
7.9,8.6,11.1,88.6,-3.6,18,"LOC643423"
-3.5,14.5,-7.4,2.6,-20,7.3,"CUL3"
24.7,6.7,-13.6,-1.8,5.8,30.2,"DTX4"
23.1,9.1,28.2,27,10.5,60.4,"GALNT9"
-4.6,-4.1,12.8,21.1,-4,11.9,"IL9"
958,891.2,809.1,833.6,1349,1361.1,"CORO1B"
1769.6,1494.9,697.4,609.5,972.4,877.5,"TIMM9"
178.6,192.4,511.9,504.7,280.4,272.7,"FZD2"
103.8,105.4,19.4,21.2,269.6,288.8,"UAP1L1"
-12.6,-4.5,-8,1.3,-7.2,-3.2,"LOC645565"
775.6,533.2,380.9,474.2,1081.5,1000.3,"ZFAND2B"
30.1,0.8,-4,32,8.8,-4.1,"ITGBL1"
-6.7,4.4,22.5,-4.7,26.5,-7.9,"LOC648716"
-7.3,2.2,-16.4,-4.8,-4.3,-0.5,"ERBB4"
32.7,17.6,9.3,6.7,55.3,36.7,"OXCT2"
61.7,67.3,45.6,69.1,14.7,69.9,"INTS4"
-5.9,-11.4,-10.5,-19,1,0.3,"FAM48B1"
-22.8,-6,-17.4,-11.3,-9.5,-10.8,"LOC643927"
10,2.7,0.3,-20.3,3.1,-2.5,"LOC727958"
2.7,-0.5,-1,4.5,-7.5,4.3,"CST11"
-4.8,-23.7,-16.3,-18.2,-0.3,-8,"SOX10"
8,3.9,4.1,0.5,22.2,7.3,"LOC651430"
-3,-12.5,1.3,6.7,8.7,53.9,"MYCN"
-12.9,-9.9,-20.6,-10,-0.5,5.7,"NRSN1"
4.7,-6.2,11.9,-10,-3.5,5.8,"CCL24"
-12,-3.9,-0.1,-4.5,-12.7,-20.3,"LOC641733"
13.3,15.3,-4.4,-4.8,6.1,33.8,"WDR63"
-7.5,0.9,8.4,-7,11,-0.8,"MLC1"
-2.5,-7.6,37.3,-24.4,-1.5,-2.5,"LOC644887"
-3.5,5.5,17.4,-2.3,12.2,14,"LOC341604"
8.7,-3.7,-11.8,-10.2,10.3,18.3,"RNF208"
327.1,381.3,344.3,406.5,465.7,468.1,"PDPK1"
9700.4,7605.5,1627.5,1431.9,4263.6,3277.5,"C6orf160"
1733.1,1533.5,2722.7,2378.9,232.7,274,"C6orf62"
10.9,-14.9,24.8,-6.6,-5.9,17.4,"LOC727735"
16.5,15.2,22.3,13.1,36.5,27.8,"LOC388282"
-9.7,-0.5,-6.4,-5.3,14.7,-8.4,"LOC730760"
6.6,15.1,-1.7,8.8,-0.2,14.7,"HBBP1"
-9.1,-19.4,-2.9,-19.1,1.2,-1.6,"ADRA1A"
245.2,228,241.2,348.7,8.6,42.4,"NEK2"
229,262.8,61.5,63.8,309.8,360.8,"LAMC2"
-4.4,-9.1,-18.4,-9.5,-9.2,-18,"FGF13"
217.3,170.8,8.5,37,203.6,272.9,"CHFR"
-15.2,-4.1,-1.9,3.1,4.9,6,"LOC643338"
-11.6,-7.8,-1.7,8.4,-4.8,12.4,"LOC144776"
27.9,42.5,75.9,67.7,-15,-2.3,"OGFOD1"
-7.2,1.2,13.5,9.9,11.4,2.3,"C11orf41"
5.4,-12.7,19.6,37.1,0.8,-2.7,"WHDC1L2"
60.1,76.4,534.5,413.2,-21.2,-7,"STS-1"
216.9,222.4,242.5,214.7,294.2,414.9,"SCMH1"
-8.6,-7.6,-14,4.1,0.9,43.2,"LOC644326"
32.6,3.2,2.5,12.6,-3,49.7,"LOC642451"
16.1,1.2,-4,10.9,10.9,-7.1,"ZNF483"
585.4,495.2,633.2,678.6,45.7,64.6,"NAMPT"
14.7,41.7,43.2,70,40.7,25.8,"SPG21"
-1.4,-3.6,-0.9,10.5,17.8,-22.5,"CACNB2"
8.1,11.7,-1.8,4.9,0.3,0.1,"NPTX1"
286.5,267.1,308.6,308.3,535.8,539.6,"ATRIP"
-14.3,2.2,5.8,7.1,3.6,-6.1,"TXNRD2"
-9.6,-0.4,2.2,3.2,-17.5,17.1,"LOC650496"
-12.6,5.9,7.5,-5,27.3,-6,"SNORD83A"
-19.9,-7.3,3.8,-23.3,-8.4,-6,"LOC650517"
33.5,22.8,33.4,26.4,28.8,24.9,"USP2"
29.1,117.1,213.8,472.4,191.9,151.3,"LOC644116"
1.6,-1.8,6.4,39.7,16.7,11.8,"LOC644624"
0.2,1.7,1.4,0.1,-19.8,8.5,"ITGB4"
-9.2,-16.5,-5,3.2,-14.2,-6.1,"METTL8"
-6,-15.5,11.2,10.2,-9.4,4.5,"LOC643344"
1.5,2.1,44.7,10.7,-0.3,7.7,"LOC390570"
182.3,164.5,25,34.3,-14.7,-13.3,"SMC6"
88.2,136.3,99.2,111.9,254.4,253.2,"AGPAT3"
86.9,84.9,80.8,75.8,132,146.5,"C17orf28"
8045.3,8205.9,9700.4,9923.4,2479.7,2896.7,"MRLC2"
-9.7,-14.5,-10.1,-0.5,-3.5,-4.1,"TPTE2"
20.9,35.4,68.5,39.3,19.5,65.7,"ZER1"
-7.4,-5.4,-7.2,-4.2,-5.7,-5.8,"LOC653539"
-13.1,-4.1,-12.3,-3.9,-8,-6.5,"LOC442560"
-2.6,6.5,17.5,12.1,4.1,19.1,"LOC642888"
108.3,96,132.3,201,374.3,404.5,"MKNK2"
7.8,28.1,7,19.1,8.8,20,"HYDIN"
48.2,45.2,60.5,58.2,-13.1,9.4,"LOC644334"
0.7,-14.9,15.6,43.5,0.9,-4.4,"ATOH8"
197.7,163.1,75.4,144.7,418.3,443.1,"NUDT1"
-13.9,0.3,292,263.8,57.9,89.9,"CX3CL1"
2.6,8.4,20.8,3.3,-6.7,-7.3,"LOC647213"
-14.3,-0.9,4.9,36.7,2.7,15,"ITGA3"
66,61.5,68.3,64,1.6,9.3,"LRIG2"
-3.8,-14.6,0.3,3.6,-12.8,-6.1,"FLJ31401"
16.1,-1.9,10.4,10.8,3.9,1.7,"EGFLAM"
144.9,146,311.1,327.8,256.1,240.5,"PARD6A"
2358.1,2327.1,5478.9,4872.4,5526.9,5281,"BCL2L1"
-2.8,10.7,29.2,5.8,10.5,4.4,"MIA3"
11.6,-9.3,1.9,-4.4,28.8,18,"LOC649700"
41.8,35.8,75.5,63.6,11.6,3.1,"ZDHHC20"
15369,15479.9,8288.5,7101.4,16707.5,18050.4,"COX6C"
-5.1,-6.2,-10.1,-4.2,-15.3,-1.9,"BTBD11"
-4.4,16.8,19.7,57.7,11.9,6.9,"SLC45A2"
14.9,16.5,3,42.8,-1.9,-8.2,"HERC2P2"
-0.4,8.5,20,-15.4,-6.1,-12.1,"LOC652593"
20.2,-13.7,-6.2,5.4,8.5,0.9,"LOC391347"
45.1,49.2,19.4,9,83.5,41.2,"LOC644360"
5.4,1.3,16.3,10.7,-9,-23.8,"GCC2"
33.3,9.5,18.5,-0.1,2.3,0.4,"LOC653489"
-9.1,-4.4,-2,14.2,-1.9,-16.5,"DNAJC5B"
13.4,-2,-3.2,-6.2,18.6,12.9,"CD1C"
13.3,24.3,87,63.3,43.9,59.5,"DOK7"
34.7,18.1,41.5,12.4,59.8,71.2,"MPP2"
-11.2,1.5,-0.5,-1.8,-15.2,13.9,"LOC642591"
-21.5,1.6,-15.5,0.5,7.3,-7,"PCDHGA3"
-3.4,-10.7,-5.2,6.6,-12.5,-2.6,"LOC653664"
38.2,14.3,21,35.1,79.9,109.5,"SIRT6"
-2.5,14.1,-1.9,16.5,7.8,10.6,"LOC647083"
33.8,23.9,41.5,65.9,106.7,55.9,"MRPL21"
4,-7.1,-11.4,-10.6,-4.6,0.9,"TRPV1"
148.4,153,254.4,307.1,38.7,73.3,"ZMAT3"
2773.3,2593.8,2526.6,2612.2,908.4,911.7,"HMGB2"
-1.8,5,-19,-0.3,12.5,-6.4,"LOC389888"
59.6,78.7,43.5,22.7,189.6,165.9,"ADCY9"
-10.4,-5.6,-5.3,-15.5,-9.2,-12.8,"LOC652540"
376.2,413.8,990.3,1082,1206.5,1234,"ELK1"
37.1,58.8,21.7,12.5,18,9.1,"LOC730995"
5.8,2.2,5.7,-5.5,2.3,-3.6,"LOC643224"
17.1,34.9,60.6,73,219.8,175.2,"PTPN23"
70.3,96.7,-10.5,-8.6,182.2,233.9,"HAPLN3"
364.8,307.1,553.2,401,316.2,336.8,"LOC644250"
643.2,676.1,889.9,1093.8,769,628.4,"ATP1B3"
6.3,21.6,29.6,19.5,-4.5,10.2,"UBE3A"
86,79.3,8,13.4,359.1,288.5,"HEYL"
54.2,29.2,50.7,74,113,75.1,"HOXB4"
-6,-9.6,2,-9.7,-19.2,1.1,"LOC644377"
-4.3,19.9,12.7,11.8,-7.4,-1.4,"UGP2"
1.2,1.7,1.6,-18.7,-14.8,-0.1,"LOC644325"
5,-1.6,-8.8,-6.5,1.4,-12.7,"GNAT3"
53.8,41.6,103.7,68.8,0.8,1.7,"ZNF24"
-2,-7.8,22.9,31.1,-9.4,5.2,"LOC440742"
-9.2,10.1,11.7,3.9,0.8,2.6,"LOC644224"
105.2,103.9,78.9,63.5,152.5,179.5,"TESK2"
1.5,-3.4,-8.3,-1.4,2.1,-12.7,"LOC642110"
161.3,162.8,109.7,131,398.4,331.4,"ASB13"
2,0.4,-4.1,23.3,7.4,-4.4,"C14orf182"
-2,-5,-7.5,-4.7,-0.2,-2.8,"LOC728744"
174.1,185,62.3,82.1,242.6,241.9,"KHNYN"
-9.3,-8.2,15.8,-12.2,-12.8,4.7,"LOC648576"
79,69.4,51.9,74.2,142.8,98.4,"ITGB2"
65.7,83.5,1039.7,855.5,123.3,76.5,"RGL1"
6.9,9.6,-0.9,-2.3,8.4,36.7,"IL18BP"
1.8,12.6,25.3,35.9,-6,-1.6,"LOC649186"
1.4,1.5,-5.8,10.4,7.5,-6.5,"TRAF7"
-13.5,-2.9,-0.5,0.6,-6,-3,"CCL18"
4.2,14.8,15.3,9.4,28.2,35.2,"C10orf108"
75.9,89.9,97.2,118.9,-5.6,0.1,"ACSL3"
-13.5,12.1,-7.4,-13.4,3.7,15.3,"PTF1A"
259.6,266.6,138.3,94,17.4,-7.5,"MPHOSPH9"
-11.6,-7.7,-6.5,-21.6,-9.5,0.2,"ACTN2"
-3.2,-2.8,-4.8,4.1,20.1,-8.2,"LOC653217"
6,12.1,20.8,17.3,3.4,4.6,"C12orf48"
3.1,-6.3,-11.3,-15.3,-10.7,-2.4,"LOC731170"
18.8,11.6,36.1,7.1,33.8,92.6,"ZNF251"
1460.8,1507.6,1851.5,1493.1,257.2,296.3,"OAT"
2307.6,2012.7,1282.8,1596.1,3452.4,3317,"LOC347292"
34.2,24.7,2.6,10.3,34.7,21,"LOC441378"
170.9,120.5,125.6,79.8,272.2,271.6,"TXN2"
-18,-10.7,-1.8,-14.3,-5.6,-3.4,"FLJ37587"
-11.7,-9.3,-11.6,-20.6,-17.8,-8.2,"SPANXN1"
-3.2,-6.6,-17.4,-4.9,0.5,-0.8,"PLAC4"
-7.3,-5.1,9.3,-2.6,7.8,-7.6,"ACRV1"
-4,-25.4,-15.4,-21.8,-10.1,13.6,"ZP1"
-7.3,-20,8.1,-7.1,34.2,-1,"LOC643918"
-19.8,-12,-17.7,-24,-4.5,-8.1,"GML"
75.4,93.9,111.8,150,28.6,4.3,"UTX"
242.2,228.8,120.4,173,491.1,454,"LOC649169"
0,-17.6,-23.4,-9.2,-15.7,-11,"LOC646168"
693.2,695.3,870.9,713.6,47.6,27.4,"ATAD1"
5.4,-1.3,-4.2,-17.6,-20.2,-17.7,"CLEC7A"
253.2,264.9,381.2,427.8,533.5,525.3,"TMEM120A"
13.3,22,77.9,45.6,41.6,24.5,"LRCH4"
18.8,-26.4,-3.4,0.7,23.8,16,"LOC255620"
-2.7,-5.7,-0.1,-13.5,-6.8,1.4,"LOC645724"
20.9,-3.8,22.6,7.3,6,-5.7,"NPSR1"
9.3,4,-4.8,-1.5,14.5,4.7,"SEMA6D"
-2.3,3.8,-9.3,8.3,-9.2,-12.8,"ATP6V1G2"
154,104.6,510.5,525.5,21.9,-7.2,"C5orf21"
1554.1,1384.2,2056.1,2026.1,487.6,526.4,"MED6"
365.6,366.1,406.1,410.8,606.1,691.2,"CPSF1"
1091.9,985.5,829.4,801.1,290.2,336.1,"MRPS31"
-2.4,8.6,7.7,-12.5,2,41.1,"TLR6"
115.1,184.4,13.7,13.4,499.3,423.6,"EFNB1"
3.4,-1.4,-1.4,8.9,-6.6,-6.6,"HSPA1L"
19,7.2,21,34.7,-8.9,8.1,"TEKT1"
-8.5,-13.6,-15.6,-11.2,23.1,-3.2,"FCHO1"
847.4,873.1,416.7,398.1,9.7,34.6,"CHD1"
28.4,20.4,3.6,-4.9,22,30.9,"RASA3"
-8,-10.1,-19.5,-9.8,-13.7,2.7,"LOC644577"
-6.2,13.5,-8.3,23,-0.3,11.9,"SLC34A2"
-12.1,-8,-2.9,-3,10.5,12.1,"IQCA1"
-6.7,-7.7,18.1,18.4,5.2,10.7,"SDHALP1"
-6,4.7,2.3,3,8.5,-6.4,"ZDHHC22"
10462,11946.6,1428,1831.6,7485.6,6618.3,"TIGA1"
34,40.6,24.1,42.9,104.8,129.7,"ZNF589"
15.1,-3.4,16.4,7.6,4.1,0.9,"THRA"
-6.1,8.4,11.2,-10.5,-1.3,-2.1,"LOC644727"
120.4,118.8,92.7,101.6,235.6,249.4,"TMEM175"
42.8,60.3,24.8,20.4,64.3,44.9,"FAM193B"
-11.9,-4.6,-14.4,9.1,-8.9,-11.6,"RGS7BP"
3.3,8.1,-5.8,6.7,-1.6,16.4,"LOC652278"
54.8,50.4,33.9,49.7,99.8,175.1,"SETD5"
123.6,158.6,317.1,365,50.6,32,"HERC6"
-6.7,-8.2,-6.7,1.8,29.1,-7.9,"LOC642521"
385.5,460,574.4,679.6,576.5,550.6,"KLC1"
0.8,-7.4,-1.6,6.5,10.3,-7.1,"LOC642843"
140.7,112.8,94.8,87.5,194.3,197.9,"SLMO1"
-9.5,-2,26,-9,-0.3,-10.5,"LOC641950"
-5.4,2.4,1.3,9.1,-8.1,-10.6,"LOC442208"
6.3,-6.4,-0.7,-9.5,13.9,10.6,"RAD9B"
-8.6,-13.6,22.2,30.4,-18.5,-6.3,"MCTP1"
93.9,72.5,81.3,63.4,36.4,45.6,"ZNF197"
2332.6,2315.2,2319,2246.9,3799.7,4151.8,"CECR5"
77.6,70.6,239.5,250.1,94.4,112.9,"FKBP3"
-2.6,21.9,-7,-8.4,-5.3,-10.5,"RALGPS2"
880.6,854.6,-11.4,-10,800.5,787.9,"C15orf48"
38.4,29,55.9,79.8,-13.6,-0.1,"ZNF280B"
11.3,9.3,-6.2,2.1,6,4.7,"GPR157"
5.8,-12.2,95.1,25.8,-12.8,-5.4,"LOC645836"
67.1,67,20.3,-6.2,249.7,212.7,"MPV17L"
-20.1,0.8,-5.2,-14.7,-19.4,-9.2,"LOC645797"
4.4,-11.2,-11.2,-6,-16,18.9,"OSR2"
372.5,434.3,29.2,5.5,632.1,629.6,"SLCO3A1"
309.5,318.7,424.8,426.3,758.5,669.7,"TRIM32"
