"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
59.1,57.1,64.5,45.9,26.6,10,"ZNF565"
-1.6,-10.8,16.6,2.5,-1.7,17.5,"TRMT2A"
237.4,239.4,210.9,237.4,697.9,568.3,"TARBP2"
-9.5,-10.1,5,-4.7,-0.5,14.7,"C21orf58"
25.6,8.9,24.9,17.9,-0.7,49,"C21orf58"
-14.4,-16.8,-16.1,-24.8,-20.1,-15.5,"PTPN20B"
2891.7,2470.6,2191.5,2183,4307,4182.7,"DIABLO"
5979.6,5861.6,3984.3,3917.2,10209.2,9412.5,"ATP5J2"
61.7,54.1,87.6,70,141.9,113.8,"FOXK2"
5223.6,4359.9,8661.4,8499.8,14788.5,12871.7,"RPS26L"
132.9,130.7,-4.8,0.6,254.2,249.5,"MAPT"
6.2,6,5.2,4.9,5.4,25.4,"NLRP3"
5.3,-2.4,-3.3,2.8,-1.3,-3.3,"ATP2A3"
230.4,293.8,74.9,108.1,212.8,186.1,"RUFY1"
-7.5,-0.3,-3.2,-3.3,-7.1,8.9,"DNAJC12"
332.3,287,341.8,302.9,998.9,820.7,"MRPL52"
24.6,14.9,39.1,36.1,22.4,20,"COL13A1"
288.5,219.5,260.8,218.5,27.3,0.6,"BRCA1"
1252.9,1307,4054.2,3616.6,2333.8,2470.6,"ITGB5"
176.7,171.3,1171.8,986.7,-2.7,13.2,"ADD3"
-16.7,1.8,-0.9,-3.6,-0.1,6.2,"COL11A2"
32.3,63.5,42.2,91.2,149.2,63.2,"SNHG3-RCC1"
752.3,721.4,1048,1171.3,22.9,35.9,"TROVE2"
4258.2,4943.5,5175.1,5636.3,11639.7,10727,"HMGA1"
1296,1116.4,1999.5,2000.7,499.6,571.8,"PTRH2"
69.2,102.3,74.2,56.7,258.2,273.7,"ADCY6"
1575.3,1262.2,998.2,1063.5,552.8,547.8,"AP3S1"
190.5,195.6,184.7,179.4,419.4,395.3,"TMUB2"
124.5,159.7,26.6,60.2,2.7,10,"TES"
1.2,-0.1,-3.5,-13.3,17.8,12,"TES"
228.7,258.5,447.1,347.1,56.3,21,"USP6NL"
-7.9,-21.1,-13,-7.6,-14.4,-13.7,"CACNA1G"
-0.5,-7.5,3.2,11.8,-12,-0.2,"GP2"
868.4,826.4,869.6,1153.7,1751.7,2053.8,"CUTA"
13.4,-13.3,-11,-6.9,13.8,-0.8,"PRAMEF10"
15.7,44.4,85.6,66.8,12.6,71,"ZNF160"
1063.5,1030.8,1246.6,1290.3,1587.7,1420.7,"CYB5A"
58,33.5,82.3,61,15.7,25.6,"FUT6"
2101.8,2122.8,1761.5,1949.4,204.2,278.4,"SRP54"
11946.6,11875,13520.7,12109.5,17586.9,18364.1,"PCBP2"
20.4,35.9,10.6,15.9,17.6,3.2,"INTS6"
-3.1,-15,-5.2,-10.1,1.5,-20.1,"LILRB2"
191,181.5,95.8,107.8,94.6,125.5,"PAIP1"
57,59.6,-7.8,-11.6,-4.1,14.4,"SEMG1"
-8.3,13.1,-7.5,-6.9,-2.8,-6.9,"NRAP"
38,57.7,21.6,24.4,45.7,80.5,"IRF5"
1946.3,1909.1,1261.2,1308.8,2125.4,2128,"LCMT1"
1831.6,1734.2,1902.7,1943.3,256.6,396.7,"EXOSC9"
296.6,312,384.9,410.1,14.8,3,"DPP8"
25.6,30.1,19.3,34.7,44.3,2.6,"AJAP1"
-12.7,-6.1,-15.8,-3.8,-5.1,8.4,"LPAL2"
2108.2,1988.7,2866.4,2451.7,3201.5,2954.6,"DGUOK"
20.9,15.2,6.1,12.7,5.2,-6.7,"MIA3"
323.3,305.4,342.9,392.1,866.1,862.8,"DEDD"
7.3,13.3,-9,-2,1.8,27.7,"NLRP1"
548.6,448.9,447.8,333.1,-9.9,5.2,"MBNL1"
14.1,10.8,-2.3,8.8,-1.5,10.5,"FAM98B"
-6.5,-5.2,-5,-3.7,-14.4,-4.5,"SSX3"
3.5,-3.4,2.9,-7.6,1.3,6.1,"SPAG6"
273.6,206,169.8,193.4,159.3,137.6,"TCP1"
1.3,-12.7,-23.8,-20.1,5.9,-10.6,"IL1RL1"
4042.1,3993.4,4699.8,4130.4,6937.2,6884.6,"RHOC"
135.1,150.6,97.8,76.1,10.2,7,"ATG4A"
1719,1370.5,978.4,1147.9,1686,1695.6,"AIFM1"
1360.5,1580.3,1143.8,1065.6,68.1,84.2,"OSBPL9"
308.7,417.4,422.1,386,24.5,16.1,"OSBPL9"
1156.2,1154.3,1896,2007.6,1055.9,1018.7,"ZNF682"
1060.9,1150.6,1617.2,1409.9,599.5,559.4,"PAM"
1430.3,1406.5,437,364.1,67.9,68.5,"CDC42SE2"
-1.8,12.3,-12.9,-20.2,2.8,-5.4,"CPNE7"
1266.2,1590.6,272.9,263.9,25,0.1,"TCF12"
44.4,45.4,2.1,-1.7,-22.6,-17.2,"CTAGE5"
-7.8,-2.2,-5.2,-19.8,-13.8,-17.2,"TSHR"
25.9,1.3,18.6,14.2,-3.8,19.3,"PAX6"
9.8,28.5,-1.3,45.3,30.4,23.2,"PTHLH"
78.6,104.3,133,112,32.7,103.6,"S100PBP"
77.1,90.2,28.8,38.5,118.1,113.1,"LRRC23"
133.4,169.4,-13.2,-7.5,134.9,140.9,"HYAL1"
-5.3,-3.5,-16.2,27.4,-15.5,-8.9,"ZNF275"
-25,-13.7,-17.2,-7.4,-1.2,0.1,"FGG"
-11.6,-4.3,-7.6,-7.8,-14.6,-3.8,"CAMK2B"
96.8,95.7,72.5,100.7,264.9,250.2,"PEX10"
16.8,27.3,35.3,27.4,16.7,13.1,"N6AMT1"
119.7,156.1,288.9,253.9,328.7,361.3,"STRADA"
532.9,518.7,708.9,545.6,1357.8,1368,"TACC2"
28.4,40.3,-15.6,2.3,4.5,-4.8,"PTPRD"
168.8,153.3,275.9,323.3,567.1,532.9,"PSRC1"
79.3,66.9,25.3,30.4,42.5,60.8,"LBH"
10.6,14.8,-5.6,2.5,-1.4,8,"DNAJC28"
975,1138,668.3,664.1,139,223.4,"IQCB1"
-5.1,1.6,-5.4,-12.9,-9.6,0.8,"UNC13A"
830.3,869.9,5059.4,5127.7,2558.4,2721.2,"AP1S1"
-10.2,-16.2,-13.3,-5.8,1.4,-15.9,"HOPX"
49.1,65.1,49.3,80.2,73.8,94,"MAGED4B"
-3.4,-11.1,-6.8,-9.8,-6.5,-7,"GPBAR1"
3090.4,3289.8,2391.9,2871.4,5219.6,5324,"MRPL11"
14.5,25.3,1.7,1.5,55.7,76,"ZNF629"
-4.6,2.7,-3.2,-1.7,12.2,2.2,"FOXP4"
209,162.7,217.8,215.4,310.8,270.6,"ETNK1"
6285.9,6453.7,4338.9,4230.2,1347.1,1840.6,"RWDD1"
26.7,20,29.3,34.1,13.8,8.7,"RBPJ"
385.7,430.9,-9.9,-12.6,-5.5,9.2,"PTPRO"
240.8,266.4,406.5,395.8,107.2,79.7,"PANK1"
1.5,-5.6,5.6,-4.1,-3.9,7.5,"SERPINA11"
2768,2564,3565.9,3264.7,1208.1,1275.2,"LILRB1"
-2.5,-8,-10.7,-6.1,-10.2,-3.2,"ANK1"
1060,1067.6,872.8,807.7,1280.2,1262.7,"APTX"
0,-7.1,6.8,-6.2,5.7,-5,"CSN1S1"
-19.3,-18.8,-21.8,-1.4,-15.9,-5,"CXorf48"
19.8,34.4,30.3,69.6,78.9,55.1,"HSD11B1L"
535.8,563.6,725.9,564.8,796.1,837.9,"INTS1"
4.4,-0.4,15,6.3,16.2,4.1,"SEMA6D"
-4,-5.6,16.8,-1.7,13.1,11.4,"TBL1Y"
48.9,77.8,193.4,194.9,364.7,332.4,"ITGB4"
27.6,17.2,9.8,-5.1,-4,6.8,"SPIN2B"
173.7,205.2,1.7,6.8,380,406.7,"SHANK3"
202.9,192.6,0.3,7.2,473.1,470.3,"SHANK3"
37,39.3,75,72.4,143.2,76.9,"TCF19"
748.1,738.4,660,668.8,990,909.6,"SLC3A2"
-1.2,17.5,9.1,10.5,16.1,22,"MMP23A"
249.3,245.7,258.1,264,336.4,376.9,"ELMO2"
16.5,11.3,9.3,10.8,10.6,21.9,"ITSN2"
23.5,7.4,-3,-3.4,31.9,11.7,"REC8"
175.3,176.4,198.1,169.4,572.2,545.1,"TMEM132A"
1928.5,1729,2091,2159.7,572.4,770.5,"PSMA3"
22,48.2,11.2,9.9,16.5,14.1,"EIF5"
18.6,41.8,27.1,53.1,58.6,34.4,"TMEM8B"
0.4,-18.8,-15.5,-5.3,14.3,-2,"AGAP1"
60.6,44.2,53.1,54.8,231.3,244.8,"HCFC1R1"
1721,1720.2,1880.9,2002.5,2253.6,2069.7,"TGIF1"
831.3,791.6,982.7,1193.9,1183.5,1205.1,"TGIF1"
152.3,118.5,125.7,124.9,402.5,338,"ABHD12"
22639.3,22025,14788.5,14878.8,23345.7,21332.6,"EEF1B2"
171.6,154.9,96.2,122.5,410,432.9,"BNIP1"
488.1,456.6,654.8,626.5,875.4,831,"RANBP3"
2.9,-16.1,13.2,7.9,-8.1,-3.2,"UBE2V1"
-4.2,-12.9,-12.5,-7.1,-6.2,23.1,"FAM19A3"
22,35.2,-7.5,24.7,14.9,42.7,"DUSP27"
-4.8,13.5,2.2,1.3,57.1,3.9,"MATK"
175.9,158.4,13,36.1,-13.3,28.4,"FAS"
1.7,11,4.9,8.7,5.4,3.5,"CSMD3"
89.5,103,73.7,93.3,130,103.4,"TTC23"
2.4,11.6,-5.2,-2.7,2.1,5.9,"PAX8"
55.2,34.5,26.3,21.7,85.1,56.5,"ADARB1"
2363.2,2259.9,2638.3,3001.4,4296.3,4194.6,"APEX1"
21737.7,20834.5,18437.7,16589,12349.8,13735.5,"BTF3"
7.2,24.1,14.1,-1.9,10.1,16.3,"GYG2"
16.1,17.1,93.6,95.1,8.9,-14,"CAMK2D"
41,39,11.2,0.3,39.2,35.6,"OSGIN1"
12.6,-19.7,-2.1,3.6,-4.9,-10.6,"NOX1"
23.3,16.8,-0.1,4.6,1.3,-13.8,"RUFY2"
204.2,232,279,344.5,320.7,283.8,"ACYP1"
37,55.1,-2.7,3.7,127.5,96.2,"DGKA"
96.7,107.5,6.9,13.7,249.3,200.9,"DGKA"
-20.7,-2.2,-18.7,0.4,4,4.2,"MAGEA2"
41.4,68.6,95.4,81,227,247.8,"VDR"
27080.4,25927.1,22685.9,21029.8,23479.8,25537.7,"RPL3"
22088.3,21587.6,20325.2,19380.8,20325.2,21800.4,"RPL3"
2.7,-11.1,33.9,-1.8,6.7,6.1,"P2RY12"
366.9,281.3,643.2,638.7,1230.5,1243.7,"NOL6"
-3.5,0.3,-10.5,-9.2,-5,-12.7,"ACRV1"
1.1,-14,1,-12.6,6.7,5,"BCAM"
-23.6,-14.6,-10.8,-6,-2,11.8,"MAL"
537.7,549.1,449.5,508,853.9,972.4,"CLK3"
-5.9,-13.9,-4.1,-10.5,10.7,3.1,"BACE1"
-11.7,-4.9,-9.5,-12.9,7.8,-1.1,"MAPK8IP3"
-15,9.6,10,15.7,3.1,14,"SLC45A2"
82.5,76.7,-1.5,5.1,104.8,76.2,"LOC400464"
222.1,194.2,68.6,123.3,272.5,296.8,"APBB3"
-18.6,-10.3,-17,-10.6,-25.8,2,"RGPD5"
0.4,5.9,0.9,6.9,16.7,-6.2,"NBPF7"
-1.2,-5.8,-5.2,-9.5,-13.6,-6,"UNC45B"
2970.7,3125.3,3895.9,3973.6,744,824.4,"UBE2D3"
4970.4,5213.2,7014.6,7308.4,2717.2,2857,"UBE2D3"
20.4,6.8,-17.6,-19.5,0.3,2,"CXCR4"
428.4,376.6,278.1,241.5,381.4,377.1,"RTN3"
-10.6,-11.3,-15.6,-7.2,-18.1,-1.3,"PAX3"
822.6,786.2,906.4,956.6,603.6,631.2,"ADAR"
99,148.4,312.4,357.8,558.1,711.9,"BAX"
-4.4,-18.4,-12.2,-20.6,-21.3,-9.9,"GSTTP2"
-12.1,-12.5,-20.1,-4.3,-3,-11.5,"MUC4"
-11.3,-25,2.6,-15.1,7.5,-4.4,"POTEA"
99.7,83.6,44.3,30.8,200.1,232.5,"WIPI2"
-2.2,3.1,13,12.2,-2.6,1.9,"GRIN1"
11.8,12.8,39,21.6,93.2,36.5,"POLR3H"
1723.6,1935.9,1504.4,1789.6,1846.8,1848,"DIAPH1"
11223.2,11290.9,13305.1,10365.3,12636.2,12804.8,"HNRNPD"
194.1,239.3,148.3,206.6,61.4,123.1,"PPP1R8"
2.7,3.1,-4.7,4.2,3.9,-13.3,"P2RY10"
91.6,114.3,41.6,71.5,-12.7,-16.9,"RAD17"
-2.9,-9.2,-23.3,-27.7,-17.9,3.1,"SH2D3C"
2.1,0.8,-5,15,37.6,0.3,"CASP10"
100.3,95,144,140.2,57.3,99.1,"DCLRE1C"
-0.3,13.1,37.3,16.5,-7.2,11.9,"PPEF1"
-15.1,1.1,-14.9,-9.5,-2.6,-12.1,"GRIA4"
0.8,2.2,-14,-5.6,-5.6,18.1,"CLEC4M"
-4.3,-14.1,-5.4,-13.2,8.5,-28.6,"SSX4"
-5.9,-3.7,19.1,1.9,-5,30.8,"STATH"
76.3,78.8,182,108.6,284,180.7,"MAFF"
-23.9,-0.6,-17.8,-8.7,-8.6,0.9,"PABPC1L2B"
5.1,10.8,8.9,19,-1.2,-4.2,"OPA1"
54.2,39.9,458.8,539.5,2,-0.2,"RORA"
28,17.4,185.7,132,26.3,3.7,"RORA"
509.4,610.4,899.6,868.1,19.3,27.9,"NCKAP1"
8.4,22.4,11.2,7.5,34.3,102.4,"LYPD5"
20.8,26.9,24.1,15.5,56.5,13.3,"ARHGAP5"
-7.2,-6.5,-6.3,0.9,-11.4,-12.1,"CSF3"
1000.7,982.7,337.9,380.9,33.7,44.9,"CAST"
-3.4,9.4,15.6,5.8,-8.3,-7.7,"NOS2A"
696.3,626.9,443.9,537.3,115.3,148.9,"PPHLN1"
2.5,4.4,19.8,4,13,-10.9,"EYA1"
1630.2,1425.9,731.2,706.5,1244.5,1072.9,"MAPKAPK5"
31.4,42.9,24.4,33.2,61.7,60.6,"ZFYVE27"
47.3,34.4,33.4,18.4,-7.9,-1.9,"MINA"
0.7,7.5,5.3,-2.2,120.7,-4,"EYA2"
1.5,16.5,13.3,15.3,-9.9,25.3,"CDH26"
6530.7,7238.5,5353.1,5818.8,8309.3,8112.2,"ERP29"
41.2,38,1.1,18.6,208,175.2,"RBPMS"
-8.7,-27.5,-11.4,-11.7,-0.1,-16.8,"CSF3R"
109.7,118.6,204.4,152.5,-8.8,-10.1,"SON"
65,79.3,4.8,3,95.5,40.7,"NR1I2"
238.3,256.9,223.2,232.5,431,376.5,"SDHC"
798.4,842,1230.9,1144.7,750.2,708.2,"TRIM4"
-12.1,-6.3,-1.5,-4.8,-7.8,-3,"KRIT1"
194.8,171.7,173.6,157.1,10.9,52.3,"KRIT1"
45.3,52.5,39.3,45.8,7.5,2.5,"EPB41"
0.8,-6.4,-7.3,-4.6,5,-11.8,"OTX2"
450.8,343.1,326.8,350.9,1165.8,1069.8,"NUP62"
173.8,205.1,116.7,146.1,643.7,598,"C9orf58"
1072.9,1242.1,1139.2,1370.9,73.7,100.8,"WAC"
281.2,309.3,375.6,372.5,804.5,706.3,"TPD52L2"
2176.8,2189.1,2057.3,1938.5,2020.2,2117.7,"RPAIN"
117.1,142.3,296.9,202.9,415.7,426.9,"MOCS1"
-4.8,8.6,101.1,31.6,3.6,5.5,"TTLL8"
72.6,24.8,97.8,139.2,171.7,87.8,"PARD6A"
11.9,1.8,-1.6,-17.4,-0.5,-5.8,"LAIR2"
184.2,202.6,251.1,319.6,437.3,501,"FAM110A"
29.9,39.9,111.2,106.5,0.2,0.9,"WARS2"
-10.5,-11.6,-10.9,-18.6,-17.7,0.1,"CLEC7A"
3.8,1.6,8.2,39.6,-1,-7.9,"CALD1"
26.6,32.6,65.5,60.1,96.8,131.3,"SCRIB"
1716.5,1744.7,2412.3,2530.9,429.1,389,"GNL3"
54.7,40.2,59.1,69.5,70.3,31.9,"SLC6A20"
460.2,396.3,626.9,610.7,29.4,57.8,"UBA3"
1.1,4.5,22.8,3.1,-4.6,4.6,"SLC45A1"
14.4,18,7.7,12.6,23.1,16.6,"GABRE"
168.9,138.5,112.6,111.8,116.2,105,"CHCHD7"
1711.7,2064.5,2244.5,2391.9,250.4,278.8,"TXNRD1"
-11.2,-4.7,-3.9,2.4,-14.5,-20.6,"CDC14A"
104.3,101.2,184.2,165.8,111.3,99.2,"SLC7A6"
137.4,142.1,115.3,104.9,-9.2,-26.6,"RALGAPA1"
-5.7,-11.9,-16.5,-14.7,-21.1,0.4,"HFE2"
352.4,350.1,353.8,368.5,745.8,739.6,"USF2"
-12.5,-20.7,-20,-14.5,-17.2,-12.4,"EYA4"
-17.5,-11.4,-3.6,-29.9,-14.6,-17.9,"TAS1R1"
8,-7.8,29.6,27.1,-10,4.4,"PARD3B"
57.1,67.5,17.6,28,1.8,-3.4,"IKBIP"
93.2,144.5,70.7,44,73.3,23.4,"IKBIP"
1224.8,1152.1,831.8,798.6,902.5,988.9,"NGDN"
182.6,204.8,138.3,113.2,47.4,25.9,"DHX40"
14.4,14.7,-4.7,6,-15.2,-1.5,"ODF2L"
22.3,13.9,-3.5,-7.8,50.4,11.1,"SLC29A4"
64.5,59.4,83.4,96.2,166.5,159.7,"C22orf40"
97.5,81.1,197,214.1,493,458.3,"ARRB1"
34.5,30.3,6.5,18.8,76,61.3,"TYSND1"
-4.6,5.2,-4.3,10.6,-13.7,-18.8,"PHF6"
537.2,669.9,741,780.4,1212.7,1226.9,"PQBP1"
21.9,25.6,21.7,47.1,87.4,112.9,"APOL2"
23.1,30.7,68.6,19.1,72.4,33.4,"APOL2"
-1.9,7.5,261.2,245,7,-12.2,"B3GALNT1"
36.5,44,22.4,42.7,47.6,81.8,"MSH5"
214.1,218.7,164.6,202.5,468.9,591.7,"BCAS4"
10.4,9.5,-8.4,23.2,-5.3,-4.5,"KCNIP2"
377,430.8,637.7,677.2,101.3,119.8,"CASC4"
56.1,20.6,20.4,-2.4,12,-9.5,"AKT3"
-0.7,0.3,-5.8,0.7,6.9,-0.8,"AKT3"
9.7,10.1,3,5.7,-1.5,-5.4,"FBXO44"
0.8,11.3,7,15.8,-9.5,-10.8,"VCAM1"
-28.4,-19.2,-13.9,-14.9,-13.3,-7.4,"CD3D"
157.7,187.6,453,356.9,402,466.4,"HDGF2"
-1.2,-0.9,-11.2,-23.5,-9.1,-3.4,"ICK"
9649.1,10727,10700.2,11374.6,20954.4,20167,"MYL6"
-16.3,-9.2,-18.7,-10.5,-14.1,-16.4,"NTRK1"
-19.1,-20.2,1.4,-7,11.4,-12.6,"FGL1"
6.9,19,69.1,56.9,19.9,6.2,"SORBS1"
1.2,-2.5,-7.6,-3.3,2,-20,"CHI3L2"
372.7,360.7,509,505.1,657.6,701.9,"C19orf6"
23.6,29.1,27.4,32.5,71.4,25.6,"LDHC"
10.8,8.5,29.6,9.4,-9.2,16.2,"ZNF596"
27.9,12.2,-14.1,-5.1,-7.6,1.5,"CASP1"
29.1,30.5,2.2,-7.8,1.9,-5.6,"CASP1"
12.3,20.1,3.6,-1.4,57.5,8.5,"NRF1"
0.1,15.1,18.7,18.2,25,12.2,"ANXA6"
321.5,381.6,271.9,352.3,28.4,47,"NR2C1"
417.8,365.3,445.3,379.3,489.7,464.6,"BACE2"
4842.4,4863.7,11138.3,11254.7,9799.1,9302.7,"CD151"
438.1,551.4,202.5,257.7,994.8,1016.4,"PPIE"
24.2,9.1,31.3,59.2,3.6,2.3,"NUP98"
8.9,-6.8,7.1,-0.4,7.5,9.6,"LAT2"
1358.2,1130.3,1110.6,1042.3,1804.2,1574.4,"DHPS"
490.5,446.5,1396.6,1341.7,989.3,1127.4,"MAEA"
31.9,30.1,-4.4,-7.5,7.9,10.4,"GEMIN7"
19.1,4.5,-0.1,-3.8,-4.2,34.2,"KIF9"
60.8,88.4,83.5,133.1,-7.1,43,"POT1"
1.8,-2.4,35.7,-2.8,6.1,-14.5,"CALCA"
3269.2,3700,3569.2,3088,1688.7,1687,"STAU1"
254.4,264.5,152.6,80,685.1,608.3,"SSBP4"
-6.6,-12.2,-15.7,-10.5,-9.8,-5.3,"PLEKHM3"
-15.5,8.4,6.6,-6.1,3.9,27.7,"KIF18B"
-1.1,-23.7,-12,-10.7,-0.9,1.2,"TRIM23"
23.3,29.6,16.6,53.5,-8.2,-10,"TRIM23"
17.1,22.6,98.2,100.3,224,209.5,"RERE"
12.8,10,17.6,23,-3.4,12.6,"IL5RA"
18.5,-7.1,-2.5,-4.9,-17,3.9,"MAL"
61.3,64.7,32.7,63.3,167.9,108.3,"SLC25A25"
78.9,67.6,12.4,50.8,100.9,80.8,"CORO2A"
179.8,133.2,218.5,180.4,7.4,-6.4,"AZIN1"
276,211.5,374.4,241.3,398.7,343.1,"EXT2"
31.3,20.6,7,-7.3,17.6,32.6,"DACT1"
23.5,31.8,56.9,69.1,96.6,99.1,"MADD"
1923.3,1912.3,2899.1,2931.1,387.5,398.9,"ACTL6A"
7.5,5,25.3,25,26.5,26.7,"SMTN"
-12.8,-13.1,20.6,10.3,2.6,4.1,"CMTM1"
206.7,222.3,130.9,123.1,31.2,2.8,"OSBPL3"
608.8,528.3,474.1,540.1,1433.5,1518.5,"NOP2"
1.3,-16.6,-10.1,-6.4,-8,-3.3,"INS-IGF2"
35.5,36.9,11,39.3,34.7,39,"CLDN14"
198.8,248.4,293.2,352.2,590.3,549.5,"CD83"
646.1,671.5,1009.9,927.2,17,50.3,"MST4"
176.8,163.9,320.6,388.5,467.1,562.3,"DMAP1"
103.5,129.6,128.6,136.4,380.3,326.1,"IP6K2"
-3.9,-7.9,-5.8,-2.6,-10.6,-4,"GH1"
-4.3,-13.8,-30.9,-16.8,-8.9,6.2,"CLCC1"
68.2,42.6,35.2,26.7,233.9,237.1,"DNMT3B"
51.1,33.4,18.9,0.7,107.8,110.3,"DNMT3B"
171.4,166.2,181.5,191.8,299.6,264.9,"SREBF1"
-0.4,-10.1,1.4,12.4,12.8,6.4,"COLQ"
76.6,98.5,230.2,226.2,291.6,302.2,"MYO1C"
-3.5,-10.8,-4,-7,0.6,-15.3,"SPDYE1"
-2.1,11.6,14.6,16.7,21.3,26.6,"NFIC"
-8.1,-3.7,15.2,18.3,7,85.1,"TRIM10"
6,22.8,18.8,4.6,-5.3,-8.4,"POGZ"
6.2,15.7,2.5,8.5,1.8,78.3,"GIMAP6"
2.8,-13.8,-12.6,-17.1,-2,-20.6,"TPTE"
144.1,123.3,129.2,119.8,490.2,471.6,"C9orf116"
1.6,1.9,29.4,3.4,17.7,6.6,"PCDH11X"
-0.3,-1.1,8.6,-11,-1.2,0.7,"MYO7B"
367.9,468.6,216.4,220.5,743.5,677,"TPST2"
-12.7,-0.7,34.6,41.7,38.5,53.4,"ECM1"
39.4,67.1,48.5,62.8,-1.5,2.1,"PMS2"
-18.8,-11.9,-6.7,-13.9,-19,-12.7,"BOLL"
16.5,2.6,19,10.5,14.7,122.7,"RAB27A"
589.4,633.2,908.7,941.4,476.5,492,"RBM12"
-11.2,1.8,18,7.4,-7.7,-11.7,"CEP170"
635.2,619.5,866.5,648.6,615.4,538.5,"SPRY1"
-6.9,6,-7.2,-8.8,-8.8,-12.2,"ABCG1"
350.8,418,352.5,228.8,95.6,133.3,"ABI1"
3292.9,2793.1,2617.7,1913.7,1640.6,1745.6,"CNIH"
-6.5,1.3,3.6,1.4,3.7,9.3,"MYBPC1"
24.1,4.3,-8.7,-4.7,4.8,-0.5,"CUX1"
1407.7,1445.1,430.1,438.9,2261.3,2246.9,"NUDT1"
1521.3,1564.3,1868.1,1856,33.8,141.1,"ABCE1"
69,55.8,-2.4,-12.6,208.7,179.7,"SLC43A3"
-3.2,4.9,25.6,11.2,-4.1,3,"OR4L1"
228.2,229.8,466.8,559.4,270.1,239.6,"TCEAL4"
376.7,379.9,165.6,135.7,85.1,98.2,"TATDN3"
-7.1,-3.5,-6.9,-10.4,15.3,-4.2,"PAQR6"
125.5,124.5,63.5,59.1,247,261.5,"EIF3C"
1513.5,1594.1,2698.4,2198.4,1057.6,1020.5,"OCIAD1"
97.1,98.7,79.9,76.6,133.7,183.1,"CDC2L2"
10.5,-5.1,-6.9,-3.9,-2.1,15.7,"LEPR"
443.6,439.5,296.1,272.1,614.3,535.3,"DDX19B"
6.9,6.7,7.8,23.5,71.7,27.4,"PQLC2"
-1.9,-6.1,-17,-24.7,-8.6,-8.1,"NR1I3"
33.6,41,110.4,113,11.8,-14.3,"FRMD6"
1.5,7.2,0.6,-1.8,6.6,43.2,"MYO18A"
226.7,229.5,413.9,559.5,49.7,66.8,"NSF"
2076.2,2048.8,1676,1479.7,16.4,90.7,"SMC4"
679.1,429,528.3,737,832.8,832.2,"ARF1"
61.6,49.9,45.3,27.2,167.7,85.3,"PTK2B"
46.4,52.3,113.7,129.2,-2.9,1.3,"NKTR"
93.4,93.5,35.3,33.5,110.2,65.2,"TNFRSF10B"
53.2,85.9,146.3,102.8,107.7,134.2,"CBFA2T2"
-15.8,-19.6,-20.8,-10,-13.4,8.2,"MS4A7"
15.4,6.8,8.1,31.1,5.8,23.4,"MS4A7"
-13.5,-19.6,-8,-16.4,5.6,14.9,"FCGR2C"
986,1018.2,1285.7,1054.3,175.7,219.8,"CUL4A"
67,61.8,80.3,75.9,37.8,27.6,"C21orf66"
103.8,138,129.9,115.8,188.6,199,"CHKB"
9.6,24.6,64.7,26.9,-9.3,13.6,"TNFRSF6B"
-1.9,31.9,23.3,24.3,18.1,10.1,"TNFRSF6B"
840,903.4,877.5,695.9,388,362.5,"NUMB"
10.6,11.2,2.2,13.9,72.7,42.7,"TCOF1"
28136.9,27080.4,26023.5,26949.4,27313,25351.7,"UBC"
23.5,33.1,88.4,107.7,136.2,159.6,"PRKD2"
46,32.1,71.2,82.7,13,19.4,"MBP"
6.7,-0.6,2.9,3,7.6,35.4,"CAPN10"
930.3,1015.4,1046.4,830.1,263.9,237.1,"ACACA"
38.5,71.1,29.4,26.5,-18.2,-2,"C3orf17"
-8.7,-11.6,16.8,-4.9,-15.6,-7.3,"GABPB2"
2.4,-18.1,-6.7,-7.2,-5.1,-2.9,"TRIM17"
126.6,171.1,344.5,335,130.7,176.6,"AP2B1"
25351.7,26805.2,25927.1,25592.1,25167.3,24466.7,"RPL41"
-2.2,-5,3.3,3.8,-0.6,10.8,"CCRL1"
1268.3,1164.3,703.8,443.6,2395.4,2204,"WRNIP1"
621.9,658.6,869.3,1150.8,1998.6,1945.4,"ACOT7"
236.1,197.3,336.6,213.1,7.7,-9.7,"CSNK1G3"
20.9,-2.7,17,9.6,4.1,2.9,"VPS13B"
30.9,37.3,13.3,5.9,32.4,63.2,"KCNMB2"
-11.2,-0.7,-5.7,-9.1,26.8,30,"MSRB3"
1408.7,1257.3,898.6,787.6,97.4,289,"ARL5A"
-10.5,-20.7,-15.7,-13,-15.5,-7.2,"CAPN3"
14740.6,13615,12223,12409.2,19072.7,17100.8,"SLC25A3"
394.4,352.2,115.9,159.3,285,320.1,"ZNF16"
453.6,412.8,205.5,240.6,683.2,763.1,"LGMN"
518.7,512.8,426.4,458.6,1169.8,1075.8,"DIABLO"
495.2,470.5,589.4,530.6,1183,1091.5,"AES"
61.5,86,79,80.9,214.4,186.9,"BCR"
44.7,43.1,-12.4,-4.5,81.7,57.4,"ACHE"
11162,11318.2,16589,15617.4,15683.8,15779.2,"PTBP1"
698.4,676.6,1205.1,1402.9,1359.3,1298.9,"FKBP1A"
84.2,94.4,74.9,69.2,143.8,216.5,"TM9SF1"
-15.5,-9.7,-27,-19.4,-7.9,-24.1,"FSHR"
4328,4601.6,6218.8,7499.7,4151.8,4054.2,"SUMO2"
