"","GENE_SYMBOL","UL_mean","nonUL_mean","DE_UL","Magnitude","FoldChange_UL"
"GAS1","GAS1",1521.22928571429,1939.51470588235,-418.285420168067,418.285420168067,0.784335009732361
"MAFB","MAFB",709.640714285714,293.126470588235,416.514243697479,416.514243697479,2.42093698621497
"BTG2","BTG2",244.710714285714,660.46568627451,-415.754971988796,415.754971988796,0.370512381447179
"FAM60A","FAM60A",985.975238095239,570.657843137255,415.317394957984,415.317394957984,1.72778706181401
"MT1M","MT1M",164.308571428571,578.350980392157,-414.042408963585,414.042408963585,0.284098371056897
"PPDPF","PPDPF",1278.53,1692.0862745098,-413.556274509804,413.556274509804,0.755593860230556
"HS2ST1","HS2ST1",801.41869047619,1213.8112745098,-412.392584033614,412.392584033614,0.660249832330685
"TM4SF1","TM4SF1",346.714928571429,758.715098039216,-412.000169467787,412.000169467787,0.456976445397569
"DAD1","DAD1",2364.45619047619,1952.67058823529,411.785602240896,411.785602240896,1.21088329220601
"DDB2","DDB2",746.295714285714,335.36862745098,410.927086834734,410.927086834734,2.22529972453908
"TNXB","TNXB",80.6007142857143,491.466993464051,-410.866279178337,410.866279178337,0.164000259137667
"CRIP1","CRIP1",201.312857142857,611.664705882353,-410.351848739496,410.351848739496,0.329122892340918
"MT1H","MT1H",662.412857142857,1070.16470588235,-407.751848739496,407.751848739496,0.618982156206224
"CLDN1","CLDN1",833.408571428571,426.711764705882,406.696806722689,406.696806722689,1.95309490002698
"SPSB1","SPSB1",867.772857142857,465.73137254902,402.041484593838,402.041484593838,1.86324758925602
"SLC25A5","SLC25A5",2301.2,1899.77401960784,401.425980392157,401.425980392157,1.21130196341722
"C20orf103","C20orf103",512.06,112.98431372549,399.07568627451,399.07568627451,4.53213356009858
"SORBS1","SORBS1",1524.20492857143,1125.37107843137,398.833850140056,398.833850140056,1.35440207926437
"ITGA5","ITGA5",863.752857142857,466.958823529412,396.794033613445,396.794033613445,1.84974094849383
"SEC31A","SEC31A",1684.14571428571,1287.51764705882,396.628067226891,396.628067226891,1.30805641237846
"HNRNPAB","HNRNPAB",1131.16142857143,734.805882352941,396.355546218487,396.355546218487,1.53940170558966
"UGP2","UGP2",910.505714285714,1306.78039215686,-396.274677871148,396.274677871148,0.696754955729716
"PPP2CB","PPP2CB",1567.98214285714,1962.37450980392,-394.392366946779,394.392366946779,0.799022885297166
"NPDC1","NPDC1",759.55,1153.69607843137,-394.146078431373,394.146078431373,0.658362296795467
"PLA2G16","PLA2G16",200.602857142857,592.159803921569,-391.556946778711,391.556946778711,0.338764731774038
"SOCS2","SOCS2",1401.99904761905,1010.60294117647,391.396106442577,391.396106442577,1.38728969657158
"RPS15","RPS15",7983.01428571429,8373.44509803922,-390.43081232493,390.43081232493,0.953372738728967
"C7","C7",436.096428571429,825.780392156863,-389.683963585434,389.683963585434,0.528102183962476
"AP1S2","AP1S2",1215.41380952381,826.074836601307,389.338972922502,389.338972922502,1.47131198733077
"METTL7A","METTL7A",351.35869047619,740.034967320261,-388.676276844071,388.676276844071,0.474786606028218
"C5orf4","C5orf4",387.135238095238,775.76339869281,-388.628160597572,388.628160597572,0.499037772016023
"ZFP36L2","ZFP36L2",600.882976190476,988.355065359477,-387.472089169001,387.472089169001,0.60796266164926
"TGFB2","TGFB2",536.455642857143,149.212450980392,387.243191876751,387.243191876751,3.59524717496691
"MXRA7","MXRA7",2192.21678571429,2579.42859477124,-387.211809056957,387.211809056957,0.84988465668642
